n_gram,pop_raw,rock_raw,country_raw,alternative_raw,punk_raw,metal_raw,rap_raw,soul_raw,jazz_raw,reggae_raw,electronic_raw,other_raw,counts_completed
"Cadd9,C",955,604,136,32,40,18,16,17,6,12,4,798,True
"Fsus2,Fno3d",133,101,6,9,8,4,2,1,1,0,1,81,True
"Eb,Bmin",737,471,56,31,63,52,27,23,11,14,1,559,True
"G,Gadd11",480,255,27,6,13,11,2,6,8,4,2,345,True
"Gadd11,Amin7",74,38,3,2,1,1,1,0,0,0,1,80,True
"Ebno3d,Dmin",65,73,6,7,9,12,2,0,0,0,1,35,True
"Emin7,Dno3d",54,63,3,2,6,1,0,2,1,1,0,32,True
"Gadd11,Dmin",45,27,2,0,1,0,1,1,0,0,0,35,True
"Gadd11,Fmaj7",26,8,0,0,0,4,0,1,0,0,1,24,True
"D,Gadd11",59,48,1,0,0,1,4,0,0,0,0,56,True
"Dmin7,Gs",357,210,29,8,6,5,11,23,5,2,3,257,True
"Fadd13,E",604,354,28,18,23,10,14,31,31,4,3,433,True
"Dmaj7,Emin7",702,316,26,27,8,4,23,96,51,11,2,567,True
"Asus4,Dmaj7",87,43,5,3,3,1,2,2,4,1,0,76,True
"Dmaj7,B7",248,101,9,9,0,1,12,22,24,1,0,211,True
"B7,Gmaj7",148,60,2,8,5,2,9,27,6,2,3,118,True
"Emin7,B7",303,187,25,10,9,2,14,32,35,3,0,290,True
"B7,C7",271,259,29,7,14,5,2,37,37,3,1,309,True
"Eminadd9,C",42,23,0,4,1,1,0,0,0,0,0,30,True
"C,Eminadd9",20,10,0,1,2,2,1,0,0,0,0,11,True
"Fsmaj7,Cmin",71,31,1,6,3,1,1,3,5,1,1,37,True
"Bmaj7,F7",61,38,0,1,2,0,3,1,5,1,0,58,True
"Fsmin7,G",2138,1204,159,64,53,21,52,125,48,22,4,1645,True
"Gadd13,Gadd9",160,103,17,1,1,0,2,4,4,0,1,188,True
"Gadd11,C",281,140,19,6,8,2,2,4,2,5,0,229,True
"Dno3d,A7",21,45,5,0,4,0,0,2,1,0,0,15,True
"Fs7,Bsus4",185,122,14,4,9,1,5,9,6,2,1,206,True
"Bsus4,Fs",1120,720,85,31,47,16,18,14,18,9,7,673,True
"F7,Cmin7",785,472,66,21,20,4,20,91,82,3,2,766,True
"Cmin7,C7sus2",54,36,3,2,3,1,0,7,3,2,0,33,True
"C7sus2,Cmin",55,39,1,2,3,2,1,7,4,0,0,58,True
"F7,Gsmaj7",149,77,10,10,3,1,6,15,12,2,0,134,True
"C7sus2,Cmin7",79,55,4,2,2,1,2,10,10,0,0,69,True
"F7,E7",581,476,38,17,21,8,19,60,76,6,1,679,True
"Gsdim,E7",30,15,2,1,2,0,2,1,4,0,0,40,True
"Amin7,F7",256,137,13,7,1,6,7,25,26,1,0,251,True
"Gsdim,F7",14,20,0,1,0,0,1,3,8,0,0,33,True
"Amin,Gdim",19,12,2,0,2,0,0,0,0,0,0,18,True
"Gdim,G",132,102,11,4,5,6,12,6,18,0,1,179,True
"Bsus4,Fsmin7",279,189,23,9,6,5,3,5,3,0,1,252,True
"Bsus4,Dadd13",135,104,13,4,5,2,2,2,3,0,3,91,True
"Bmin7,Csus2",79,46,3,3,3,3,0,4,5,0,0,63,True
"Csus2,Fsmin7",6,7,0,0,1,2,0,0,0,0,0,7,True
"G,Csmin7",182,140,11,9,2,5,6,9,16,2,0,156,True
"Fsmin7,F",452,309,26,20,18,3,11,41,18,2,0,397,True
"G,Csno3d",56,75,1,4,5,3,1,0,0,0,0,22,True
"Ano3d,E",986,1232,62,46,192,51,13,13,6,3,2,496,True
"Cssus4,Bno3d",41,31,4,2,6,0,1,1,0,0,0,36,True
"Bno3d,Dsmin7",19,21,1,0,3,1,0,1,1,0,0,16,True
"Dsmin7,Dmaj7",154,101,4,11,3,1,2,18,15,0,0,118,True
"Dmaj7,Dsmin7",62,44,4,3,1,0,2,15,8,0,0,59,True
"Cssus4,Dsaugmaj7",1,1,0,0,0,0,0,0,0,0,0,1,True
"Dsaugmaj7,Csaugmaj7",0,1,0,1,0,0,0,0,0,0,0,0,True
"Csaugmaj7,Csno3d",0,2,0,0,0,0,0,0,0,0,0,0,True
"Bno3d,Gsaugmaj7",1,1,0,0,0,0,0,0,0,0,0,0,True
"Gsaugmaj7,Dsaugmaj7",1,1,0,0,0,0,0,0,0,0,0,0,True
"Csaugmaj7,E",8,3,0,0,0,0,0,0,0,0,0,5,True
"Emin7,Cmaj9",76,58,5,2,1,1,1,2,3,0,0,79,True
"Cmaj9,G",163,94,5,4,5,1,5,8,3,2,1,151,True
"Cmaj9,Dsus4",26,26,1,1,0,0,1,1,0,0,0,29,True
"Bmin,Csus2",165,98,9,6,7,0,0,2,3,2,2,108,True
"Eno3d,Emin",267,287,19,20,30,37,4,2,2,3,2,182,True
"Esus4,Gsmin",165,108,6,4,10,5,2,2,4,0,1,96,True
"Bbmin7,Bbminadd13",405,258,15,16,14,5,14,39,29,7,1,351,True
"Bbminadd13,Gbmaj7",95,66,2,2,2,1,3,7,5,0,0,82,True
"Bbmin,Fadd11",22,13,0,1,0,0,0,0,1,0,0,11,True
"Fadd11,Bbmin",17,16,0,0,1,0,0,0,0,0,0,11,True
"Gbadd9,Amaj7",14,17,0,2,0,0,0,0,0,0,0,9,True
"Bmin,Cadd9",155,96,25,5,2,4,3,4,1,2,1,145,True
"Eminadd13,Bmin",195,114,8,3,4,9,5,6,5,0,1,153,True
"Eminadd13,Emin",211,166,8,4,6,5,7,7,8,3,0,151,True
"Bmin,Edim",41,16,0,1,1,1,2,3,1,0,0,26,True
"Edim,Bmin",72,42,4,1,0,2,0,1,3,1,0,61,True
"Gsmin7,Dsmin11",14,10,1,1,1,1,1,1,1,0,0,11,True
"Dsmin11,Dsmin7",25,15,2,0,0,0,0,2,1,0,0,19,True
"Badd9,Gsmin7",213,154,48,3,6,1,5,3,5,1,0,258,True
"Dsmin7,Ds11",5,6,0,0,0,0,0,2,2,0,0,6,True
"Ds11,Dsmin7",7,7,0,0,0,1,0,4,0,0,0,1,True
"Dsus4,Dmin",768,517,35,34,42,44,9,6,14,8,5,499,True
"Dsus2,Gmin",129,66,6,2,8,10,2,2,3,1,1,88,True
"Amin,E7b9",4,3,0,0,0,0,1,0,2,0,0,6,True
"E7b9,Amin",39,25,1,1,1,2,4,6,8,0,0,56,True
"E,Gsdim7",93,75,4,2,2,3,4,4,4,0,0,88,True
"Gsdim7,F",50,29,3,0,2,0,5,3,0,0,2,37,True
"Dsus2,D7sus2",27,31,3,0,2,1,0,2,0,0,0,33,True
"D7sus2,Amin",102,85,5,4,2,4,1,8,3,0,1,60,True
"Amin,Dsus2",611,427,37,30,33,35,7,10,9,5,5,395,True
"D7sus2,Emin",99,54,3,1,5,3,3,2,2,5,0,85,True
"Cmaj7,Dmaj7",186,112,4,19,4,1,6,18,10,0,1,152,True
"Dmaj7,D7",527,339,39,16,12,7,20,53,30,2,1,464,True
"D7,Cmaj7",260,111,17,11,4,1,9,25,11,0,0,220,True
"Dmaj7,Cmaj7",244,144,4,22,4,0,7,22,15,0,2,165,True
"Bmaj7,Bmin7",214,108,12,8,3,1,7,31,23,2,2,169,True
"Bmin7,Fsmaj7",87,37,2,5,3,0,2,8,13,0,1,65,True
"Ab7,Gsus4",21,11,0,0,0,1,2,2,0,0,0,22,True
"Ab7,Dmin7",82,46,5,1,2,1,1,9,13,2,0,94,True
"Abmin7,Fmin",108,64,8,10,2,4,3,7,5,2,0,75,True
"Bb,Abdim",73,43,8,2,0,0,0,6,10,0,1,75,True
"Abdim,Eb",94,54,8,1,2,2,3,7,16,1,2,104,True
"Gaug,G7",11,7,0,1,0,0,0,1,0,0,0,15,True
"Ab7,Cmin",464,280,20,13,18,5,10,23,20,8,1,394,True
"Cmin7,Adim",42,27,3,0,1,1,1,6,11,0,1,48,True
"Adim,Ab7",36,23,3,0,1,1,1,5,17,0,1,54,True
"Cs7,Emin",237,143,15,4,11,3,4,10,10,1,1,192,True
"Cs7,Csdim",31,20,2,1,0,1,1,6,17,0,0,41,True
"Csdim,Fssus4",10,4,0,0,0,0,1,0,0,0,0,8,True
"Daug,D",119,70,5,3,4,2,4,6,5,0,1,93,True
"F,Faug",75,60,9,1,4,1,2,4,0,0,0,86,True
"Bbdim,D",121,70,14,2,5,2,2,17,5,1,1,121,True
"Gsmin9,Gsmin",155,84,6,7,4,2,3,12,0,1,1,84,True
"Gsmin9,Dsmin",66,40,6,6,4,2,2,1,1,0,0,47,True
"Bmaj7,Db7",288,119,13,6,6,5,11,33,25,1,0,277,True
"E,Dmaj9",81,62,4,2,1,4,3,4,1,0,1,69,True
"Dmaj9,Cs7",11,10,0,2,0,0,0,2,2,0,0,11,True
"Fsmin,Aadd9",268,160,36,6,10,8,8,7,2,4,2,192,True
"Aadd9,Dmaj9",20,5,1,1,0,0,1,1,0,0,0,20,True
"Aadd9,Dadd9",96,101,12,1,5,0,6,0,1,0,0,131,True
"Cs7,Dadd9",22,11,1,1,1,0,0,0,0,0,0,15,True
"Dadd9,Cs7",29,8,1,0,1,0,0,0,0,0,0,22,True
"G,Dadd9",349,232,32,13,20,10,9,8,0,7,1,321,True
"C,G9",180,151,24,7,8,1,6,8,4,1,1,192,True
"C,D11",72,69,7,2,6,1,0,4,2,1,0,65,True
"D11,Emin7",21,16,1,1,1,0,0,2,2,1,0,15,True
"Cadd9,Cmaj7",85,37,0,3,6,0,0,2,1,1,0,66,True
"Cadd9,Dno3d",24,25,1,3,1,1,0,1,0,1,0,16,True
"A7sus4,Cadd9",53,34,4,4,0,2,2,1,0,1,0,34,True
"Adim,C13",0,1,0,0,0,0,0,1,0,0,0,1,True
"C13,C7",42,41,2,0,0,1,0,10,10,1,0,57,True
"C7,C13",30,40,4,0,2,1,0,4,4,1,0,30,True
"C13,C9",10,15,2,0,0,0,0,2,3,0,0,14,True
"C9,Fmaj7",96,56,4,4,0,1,4,23,15,0,1,84,True
"Fmaj7,Fsdim",45,37,3,1,0,1,2,13,10,1,0,69,True
"Fsdim,C13",3,0,0,0,0,0,0,1,0,0,0,4,True
"Fadd13,C7",410,241,32,8,9,2,22,50,39,6,3,374,True
"Fadd13,C9",80,36,3,4,2,0,4,8,6,0,0,75,True
"Fadd13,F7",513,337,28,13,16,6,13,54,36,5,3,434,True
"G7,C13",16,20,0,0,0,0,0,7,6,0,0,21,True
"Fadd13,F13",23,24,0,0,0,0,0,6,6,0,0,29,True
"D,Amin9",74,67,1,6,4,1,3,7,5,0,0,63,True
"Amin,Amin9",147,82,5,2,4,5,1,3,2,0,1,75,True
"Csus4,Amin",593,360,34,20,20,15,11,6,6,2,4,418,True
"Emaj7,Bmin",116,54,5,3,1,4,1,6,2,1,2,91,True
"Dmin,Emaj7",26,5,0,0,1,0,0,3,1,0,0,14,True
"Eadd13,Amin",131,87,6,1,3,2,7,10,7,3,0,96,True
"Emin,Gmin7",130,71,13,7,3,5,3,10,4,0,2,109,True
"Gmin,Dbmaj7",54,42,0,5,2,3,0,7,1,1,1,39,True
"Abmaj7,Ebmin7",153,83,2,6,3,1,8,18,14,1,1,131,True
"F7,Fadd9",16,11,2,1,1,0,2,1,0,0,0,15,True
"C,D7sus2",159,117,13,5,9,3,4,13,4,4,0,164,True
"Fsdim7,Dmin",65,46,4,1,5,0,2,3,3,2,1,58,True
"Cadd9,Gadd9",102,99,14,3,4,2,4,2,1,0,0,167,True
"Amin7,D11",75,54,1,2,0,1,1,9,6,1,0,46,True
"D11,Amin7",21,15,1,0,0,0,0,4,3,0,0,10,True
"D11,G",120,103,6,4,4,0,2,8,4,1,0,93,True
"Asus4,Cadd9",121,80,17,7,3,4,1,2,0,0,1,82,True
"Cadd9,D11",6,4,2,0,1,0,0,0,0,0,0,5,True
"D11,E7",4,3,1,0,0,0,0,0,0,0,0,1,True
"F7,Dminadd13",28,22,1,1,0,1,1,3,3,1,0,37,True
"Dminadd13,Emin7",47,26,2,2,1,0,0,4,9,0,0,39,True
"B7,Dmin7",79,51,2,1,5,1,2,6,6,0,0,72,True
"Bbmin7,Abadd9",106,78,10,3,0,0,6,2,2,2,0,138,True
"Abadd9,Ddim7",1,5,0,0,0,0,0,1,0,0,0,2,True
"Ddim7,Bbmin11",2,0,0,0,0,0,1,0,0,0,0,5,True
"Bbmin11,D9",0,0,0,0,0,0,0,0,0,0,0,1,True
"D9,Db7",18,20,3,0,0,0,1,4,3,0,0,30,True
"Db7,Fmin7",184,103,12,12,6,1,5,23,18,1,0,181,True
"Fmin11,Db7",1,0,0,1,0,0,0,0,0,0,0,2,True
"Db7,Bbmin9",10,11,0,0,0,1,2,2,0,0,0,9,True
"Bbmin9,Ab",127,92,4,5,7,2,7,7,5,1,0,111,True
"Bbmin7,Bbmin9",122,60,3,10,7,1,5,14,13,2,0,85,True
"Bbmin9,Absus2",27,12,1,1,0,0,0,1,3,0,0,12,True
"Bbmin9,Fmin9",20,14,0,1,0,0,3,2,2,0,0,22,True
"Fmin9,Db",86,54,4,4,2,0,1,5,1,1,0,74,True
"Db,Dbadd9",947,665,143,28,52,17,13,18,9,8,3,806,True
"Dbadd9,Bbmin9",10,7,1,1,0,0,0,0,0,0,0,15,True
"Bbmin7,Ddim7",34,5,3,3,1,1,1,2,6,0,0,34,True
"Ddim7,Dbminadd13",13,6,0,0,1,0,0,3,2,0,0,15,True
"Dbminadd13,Ab",328,202,25,6,12,6,8,29,18,4,1,345,True
"Fminadd13,Bbmin7",73,35,2,3,1,2,2,9,8,1,0,48,True
"Fmin7,Dmajs9",0,1,0,0,0,0,0,1,0,1,0,2,True
"Dmajs9,Db7",0,1,0,1,0,0,0,0,0,0,0,1,True
"Db7,Abmaj9",5,4,0,0,0,1,0,1,0,0,0,5,True
"Abmaj9,Bbmin",14,14,0,0,1,1,0,0,0,0,0,9,True
"Bbminadd13,Absus2",9,2,1,0,1,0,0,0,1,0,0,5,True
"Db7,Fmin9",7,1,0,3,0,0,0,0,0,0,0,7,True
"Fmin9,Db7",5,2,0,2,0,0,1,2,0,0,0,9,True
"Dbmin7,Fmin7",85,48,5,3,3,2,8,4,18,1,0,77,True
"Dmajs9,Db",0,0,0,1,0,0,0,0,1,0,0,1,True
"Gdim7,Fmin7",69,35,5,2,5,1,6,11,3,0,0,58,True
"Bbmin7,Cmajs9",6,4,1,0,0,0,0,2,1,0,0,7,True
"Cmajs9,Fmin7",14,13,1,1,0,0,0,4,2,1,0,15,True
"Cmin7,Bbmin11",9,9,0,3,0,0,0,2,4,1,0,13,True
"Asus2,Bsus2",207,137,10,10,13,8,1,4,4,0,2,120,True
"G,Cs7",311,218,19,8,17,10,9,14,21,0,1,352,True
"E9,A13",20,7,1,0,1,0,2,4,5,0,0,16,True
"Bmin7,E9",276,184,13,6,5,3,10,38,39,3,1,275,True
"E7sus4,Aadd13",43,23,3,0,3,1,0,2,5,0,0,32,True
"E7sus4,Dadd9",12,4,2,0,2,1,0,0,0,0,0,9,True
"Dadd9,Dsdim7",0,1,0,0,1,0,0,0,0,0,0,4,True
"Dsdim7,Fsmin7",110,91,7,4,5,3,7,7,11,2,0,101,True
"B7,Gmin",65,37,4,0,5,2,4,5,6,1,0,84,True
"C,Gadd11",246,134,14,6,7,4,6,4,1,1,1,192,True
"Gadd11,Amin",156,74,8,1,4,3,1,2,2,0,0,131,True
"Asus2,G",715,553,56,31,34,33,12,8,13,5,2,431,True
"Amin7,Cmin",359,182,20,6,8,3,8,32,27,3,2,291,True
"Amaj7,Abdim7",35,15,1,1,1,0,0,11,2,1,0,32,True
"Dmaj7,E9",45,21,0,0,3,0,4,3,4,0,0,27,True
"Cadd9,B",199,132,26,2,6,2,6,4,5,1,0,150,True
"Cadd9,F",472,303,56,11,22,10,10,5,5,5,2,413,True
"Fsmin7,Cmaj7",77,50,2,6,1,0,0,14,2,0,1,45,True
"Bmin7,Dmin7",284,178,20,3,9,3,6,35,36,2,1,212,True
"Asus4,Csmin7",79,38,1,2,2,3,0,2,1,0,0,45,True
"Csmin7,Cmin7",353,192,16,12,5,2,9,51,38,5,1,294,True
"Csmin7,Dmin7",153,103,3,12,5,0,8,21,15,4,0,144,True
"Dmin7,B",533,253,26,15,3,6,17,43,28,3,1,402,True
"Fsaug,Bmaj7",15,12,1,0,0,0,0,4,2,0,0,10,True
"Fsaug,Fs",83,68,7,3,3,1,0,1,2,2,0,60,True
"Gmin,Gbmajs911s",0,1,0,0,0,0,0,0,0,0,0,0,True
"Gbmajs911s,Fadd13",1,1,0,0,0,0,0,0,1,0,0,0,True
"Gbmajs911s,F",0,2,0,0,0,0,0,0,0,0,0,2,True
"G,G7b9",11,6,3,0,0,0,1,2,0,0,0,10,True
"G7b9,C",40,20,2,2,0,0,2,6,5,0,0,30,True
"Dsus4,C9",19,13,0,0,1,0,1,0,1,1,0,16,True
"C9,G",487,345,51,11,18,7,8,14,13,10,1,427,True
"Fs7,C",345,253,29,8,18,2,5,21,19,4,2,317,True
"A,A7sus4",146,127,8,2,4,4,4,5,3,1,1,93,True
"Bsus4,Dsus4",54,29,2,3,4,3,1,0,0,0,1,31,True
"Dsus4,Cssus4",37,29,0,2,2,1,0,3,0,0,0,9,True
"Cssus4,Aadd13",78,50,3,0,2,2,0,1,2,1,0,55,True
"Emin7,Ds7",140,71,4,4,2,0,6,19,18,3,1,132,True
"D7,Fs7",115,113,7,3,6,1,7,18,7,0,0,129,True
"Cadd9,Bmin",123,86,17,1,1,2,5,5,3,1,0,110,True
"F,Fminadd13",168,117,13,4,4,4,4,13,8,0,0,180,True
"Dmin,Dmaj7",110,42,1,4,3,1,0,5,0,0,0,56,True
"Dsus2,Esus4",573,295,44,19,20,15,8,4,6,5,3,358,True
"Dmaj9,Fmaj7",6,8,0,0,0,1,0,1,2,0,0,5,True
"Fmaj7,A7sus4",23,13,0,0,0,0,0,3,1,0,0,18,True
"A7sus4,Dmaj9",9,6,0,0,0,0,0,1,1,0,0,11,True
"A7sus4,Gmaj7",24,11,1,2,1,0,1,1,1,0,0,22,True
"Ebmaj9,Gmin7",61,44,3,1,0,1,2,4,3,1,0,74,True
"Gmin7,Dmaj9",3,4,1,1,0,0,0,1,1,0,0,3,True
"A7sus4,Ebmaj9",1,0,0,0,0,0,0,0,0,0,0,2,True
"Ebmaj9,Dbmaj9",11,9,0,0,0,0,0,2,0,0,0,7,True
"Dbmaj9,Dmaj9",2,4,0,0,0,0,0,1,0,0,0,4,True
"E,Dno3d",328,368,14,19,51,23,5,5,1,0,2,143,True
"E9,Fsmin7",93,47,8,2,2,1,1,9,12,0,0,88,True
"Bbmaj7,Emin7",117,58,3,4,4,2,6,5,13,0,0,68,True
"Bbmaj7,Gmin9",83,32,2,7,1,3,4,10,5,0,0,55,True
"Cssus2,E7",13,8,0,2,1,1,1,0,1,0,0,13,True
"E7,Cssus2",11,7,0,2,0,0,1,2,1,0,0,10,True
"Cssus2,Cssus4",539,346,36,15,13,6,7,2,5,4,1,357,True
"Gs,Asus2",66,37,2,2,2,2,1,1,1,0,0,34,True
"F13,Bb",89,61,6,2,0,0,2,5,2,0,1,75,True
"Cmin7,Ebminadd13",130,69,10,5,2,1,2,14,20,3,0,126,True
"Ebminadd13,F13",2,2,0,0,0,0,0,1,0,1,0,5,True
"F13,Bbmaj9",16,12,1,0,0,0,0,3,2,1,0,16,True
"Bbmaj9,Bbmin9",4,2,0,1,0,0,0,3,1,0,0,6,True
"Bbmin9,Eb9",3,2,0,0,0,0,1,1,3,0,0,5,True
"Eb9,Abmaj9",1,1,0,0,0,0,0,2,1,0,0,1,True
"Db9,Gb",26,20,0,1,1,0,1,3,5,1,0,32,True
"Bb7,Ebmin9",88,57,2,5,0,0,5,13,11,1,0,72,True
"Ab13,Fmaj7",4,5,0,0,0,0,0,1,0,0,0,0,True
"Fmaj7,Fs13",1,1,0,0,0,0,0,1,2,0,0,1,True
"Bmin9,E9",30,17,1,1,0,0,0,4,8,0,0,15,True
"E9,Amaj9",11,6,0,0,0,0,0,2,1,0,0,6,True
"A13,Fs13",3,2,0,0,0,0,0,1,0,0,0,0,True
"D9,Fssus4",5,4,0,0,0,0,0,1,0,0,0,1,True
"Emin,Eminmaj7",213,105,8,5,8,3,5,5,7,1,3,160,True
"Eminmaj7,C",15,5,0,0,0,1,0,0,0,0,0,10,True
"Fmin7,Fs7",163,81,4,10,1,2,9,23,14,4,0,181,True
"Aaug,Cs",84,50,3,2,4,2,3,2,3,0,0,59,True
"Cadd9,Gsus4",86,49,4,2,4,3,1,4,3,1,1,76,True
"Gsus4,Gadd9",64,40,3,1,3,2,2,0,1,1,0,56,True
"Gsmin7,Csaugmaj9",1,0,0,0,0,0,0,1,0,0,1,1,True
"Csaugmaj9,Fsmin9",2,0,0,1,0,0,0,1,0,0,1,1,True
"B13,Fsmin9",19,8,0,0,1,0,0,2,2,0,0,9,True
"Asdim7,Fsmin9",7,6,0,1,0,0,0,3,1,0,0,5,True
"Fsmin9,Gsmin7",66,42,2,4,1,1,2,11,6,0,0,52,True
"Amaj7,Gs7sus4",49,36,3,2,0,0,5,5,3,1,0,36,True
"Gs7sus4,Amaj7",18,9,1,1,0,0,0,2,4,0,0,14,True
"Gsmin7,Fmaj7sus4",0,0,0,0,0,0,0,1,0,0,0,0,True
"Fmaj7sus4,Fsmin7",0,0,0,0,0,0,0,1,0,0,0,0,True
"Fsmin7,Bmin9",116,73,2,6,2,0,3,16,12,1,0,77,True
"Gsdim7,Amaj7",39,23,2,1,0,0,2,10,4,1,0,40,True
"Amaj7,Amaj7",126,59,4,6,1,3,3,13,3,0,2,77,True
"Cs7sus4,Csmin7",55,46,7,1,5,3,0,5,2,1,0,52,True
"Fsminmaj7,Fsmin7",171,80,7,3,7,0,4,4,5,0,1,126,True
"B9,Emin",48,27,4,2,1,2,2,6,6,1,0,33,True
"A9,B7",33,24,2,1,1,0,2,10,10,1,0,47,True
"E,Fno3d",108,142,10,8,22,8,1,0,1,1,0,56,True
"F7,C9",22,29,0,2,1,1,1,4,3,0,0,26,True
"C9,C7",110,102,11,3,1,1,3,12,13,0,0,125,True
"C,C9",334,237,27,11,10,9,12,15,11,4,0,274,True
"Emin,Cmaj9",45,40,1,1,3,2,2,2,0,0,0,40,True
"Cmaj9,Amin7",71,54,5,2,2,2,1,10,5,0,0,51,True
"C,Cmaj9",135,105,14,5,11,1,1,7,2,0,1,137,True
"Dmin,Cmaj7",318,166,7,15,8,7,17,31,13,5,0,246,True
"Dsus4,Cmaj7",125,60,3,1,3,2,3,3,1,1,0,106,True
"Cmaj7,Bmaj7",99,66,4,9,4,0,5,19,10,0,1,83,True
"Bmaj7,Dsdim7",19,3,0,2,1,0,0,2,1,0,0,17,True
"Cmaj7,Bb",224,134,6,13,3,3,5,15,11,0,1,166,True
"E7sus4,Amin7",32,34,3,0,0,1,0,5,1,1,0,35,True
"E7sus4,Emin",60,47,3,2,4,2,2,2,1,0,0,42,True
"Amin,E7sus4",41,34,0,2,2,1,1,2,1,3,0,38,True
"E7sus4,F",40,37,1,2,1,0,2,4,2,0,0,32,True
"F,Cdim7",68,50,3,1,0,0,3,2,3,0,0,67,True
"Cdim7,D7sus4",0,0,1,0,0,0,0,0,0,0,0,3,True
"Gmin,Bbminadd13",82,38,3,0,5,1,2,12,3,1,0,85,True
"Adim7,D",186,119,9,6,1,8,7,10,12,1,0,205,True
"Gadd13,Gsus4",285,135,11,3,4,4,13,6,3,1,0,200,True
"Fs,Dsus2",106,73,7,6,5,2,1,3,0,1,1,55,True
"Dsus2,Gsus4",217,128,14,8,7,10,2,3,3,1,1,120,True
"Fsmaj7,C",93,53,3,7,4,0,7,7,7,0,0,65,True
"Bbmaj7,Cadd11",24,13,1,1,0,1,1,0,0,1,1,30,True
"Cadd11,Fmaj7",15,3,0,0,0,0,0,0,0,0,0,15,True
"Cadd11,Gmin7",23,9,1,4,1,0,0,2,0,0,0,33,True
"Bbmaj7,C11",22,16,0,0,1,0,1,1,1,0,0,10,True
"C11,Fmaj7",38,26,0,1,0,0,1,7,5,0,0,12,True
"Emin,Ebaug",66,59,2,2,3,1,0,6,3,0,0,62,True
"Cadd9,Gno3d",59,30,4,5,4,0,1,0,1,0,0,46,True
"Gno3d,Cadd9",50,22,4,4,3,0,0,1,1,0,0,29,True
"Cmaj9,Amin",87,59,13,3,7,0,1,4,1,0,1,83,True
"Fsmin,Dmin7",102,66,2,9,2,4,4,4,6,2,0,80,True
"Fsmin7,Gdim",44,24,3,2,0,0,0,8,24,1,0,47,True
"Gdim,Gsmin7",129,76,8,0,0,2,2,15,13,1,2,142,True
"Amin11,Dsus2",4,4,1,0,0,0,0,1,0,0,0,2,True
"Dmin,Amin11",12,17,0,0,1,1,0,2,0,0,0,10,True
"Dsus4,Amin11",11,12,0,0,0,0,0,1,1,1,0,11,True
"Amin11,A7",5,4,0,0,0,1,0,1,0,0,0,1,True
"A7,Amin11",3,3,0,0,0,1,0,2,0,0,0,5,True
"Dsus2,E7sus4",39,35,3,2,1,0,2,2,2,0,0,34,True
"E7sus4,Amin11",1,0,0,0,0,0,0,1,0,0,0,1,True
"Amin11,E7sus4",1,0,0,0,0,0,0,1,0,0,0,0,True
"E7sus4,Dmin",16,8,0,1,0,0,1,1,0,0,0,12,True
"D9,D",346,262,23,11,9,8,14,21,27,2,0,300,True
"A7,D9",101,109,11,3,2,3,4,18,18,1,0,144,True
"D9,A7",27,51,2,2,0,1,1,4,5,0,0,32,True
"Fs7,A7",247,211,24,8,8,1,4,22,19,3,1,254,True
"Ebaug,C",63,49,4,2,2,0,2,4,2,1,0,68,True
"Fsmin,Fmaj7",72,33,4,5,3,2,2,5,6,0,0,56,True
"As7,Amin7",242,126,11,14,3,7,14,38,26,6,1,305,True
"Emin7,As7",58,30,3,3,2,1,4,9,6,0,1,60,True
"Bbmaj7,Dmaj7",76,36,5,6,2,2,5,7,3,1,0,47,True
"Dmaj7,Bbmaj7",79,36,6,6,0,3,2,6,4,1,0,49,True
"Gmin,A7sus4",85,41,4,0,2,0,3,0,0,0,0,40,True
"Gno3d,Dmin",230,231,15,21,26,25,7,3,2,6,1,132,True
"G,C9",386,278,40,10,11,10,9,13,12,14,0,370,True
"Bmin7,Esus2",134,93,4,5,5,2,4,3,3,1,2,89,True
"A7,Eb7",105,80,15,4,2,0,6,11,15,1,0,122,True
"C,Cdim",178,107,18,4,9,9,7,10,20,2,1,262,True
"E,Bminadd11",9,2,0,0,1,0,0,0,0,1,0,4,True
"Bminadd11,A",23,12,0,1,1,1,0,1,0,0,0,22,True
"F,Emin9",13,10,1,1,1,0,0,1,3,0,0,12,True
"Emin9,F",57,35,0,4,1,0,1,7,3,2,0,28,True
"Emin7,Fmaj9",49,26,1,1,1,1,2,4,1,1,0,53,True
"Fmaj9,A9",1,1,0,0,0,0,0,0,0,0,0,4,True
"A9,Emin9",12,5,1,0,0,0,1,3,2,0,0,7,True
"Emin9,Fmaj9",6,5,0,0,0,0,0,1,0,0,0,3,True
"Fmaj9,Emin9",7,6,0,0,0,0,0,0,0,0,0,7,True
"Emin9,Fmaj7",12,13,0,0,0,0,2,2,1,0,0,10,True
"Fmaj7,Fmaj9",64,32,1,1,3,1,0,7,1,1,0,35,True
"Fmaj9,Fadd9",6,3,0,0,0,0,0,0,0,0,0,13,True
"Fadd9,Fmaj9",16,7,1,0,0,0,0,2,0,0,0,18,True
"Fmaj9,G",88,70,1,4,3,1,5,5,1,0,0,87,True
"Fmaj9,F",106,47,8,4,5,3,4,7,1,2,0,94,True
"G,Asmaj7",431,250,19,20,18,8,14,25,14,2,1,295,True
"Dmaj7,Asus4",83,44,1,1,3,0,0,2,2,1,0,64,True
"Dmaj7,A7",122,61,2,4,5,0,2,12,22,0,0,96,True
