n_gram,pop_raw,rock_raw,country_raw,alternative_raw,punk_raw,metal_raw,rap_raw,soul_raw,jazz_raw,reggae_raw,electronic_raw,other_raw,total,pop_rel,rock_rel,country_rel,alternative_rel,punk_rel,metal_rel,rap_rel,soul_rel,jazz_rel,reggae_rel,electronic_rel,other_rel,pop_dev_ratio,pop_log_dev_ratio,pop_abs_log_dev_ratio,rock_dev_ratio,rock_log_dev_ratio,rock_abs_log_dev_ratio,country_dev_ratio,country_log_dev_ratio,country_abs_log_dev_ratio,alternative_dev_ratio,alternative_log_dev_ratio,alternative_abs_log_dev_ratio,punk_dev_ratio,punk_log_dev_ratio,punk_abs_log_dev_ratio,metal_dev_ratio,metal_log_dev_ratio,metal_abs_log_dev_ratio,rap_dev_ratio,rap_log_dev_ratio,rap_abs_log_dev_ratio,soul_dev_ratio,soul_log_dev_ratio,soul_abs_log_dev_ratio,jazz_dev_ratio,jazz_log_dev_ratio,jazz_abs_log_dev_ratio,reggae_dev_ratio,reggae_log_dev_ratio,reggae_abs_log_dev_ratio,electronic_dev_ratio,electronic_log_dev_ratio,electronic_abs_log_dev_ratio,other_dev_ratio,other_log_dev_ratio,other_abs_log_dev_ratio,max_abs_log_dev_ratio,mean_abs_log_dev_ratio
Bbmin9,1182,808,46,63,37,20,42,98,63,10,4,912,3285,0.3598173515981735,0.24596651445966514,0.014003044140030441,0.019178082191780823,0.011263318112633182,0.0060882800608828,0.012785388127853882,0.029832572298325723,0.019178082191780823,0.0030441400304414,0.0012176560121765602,0.2776255707762557,0.9986647018120144,-0.0013361904930283537,0.0013361904930283537,1.1024036630956937,0.09749294410890419,0.09749294410890419,0.32113642017258304,-1.1358892611713343,1.1358892611713343,1.6030421143291822,0.47190314547768036,0.47190314547768036,0.4078451967040981,-0.896867596418793,0.896867596418793,0.737544410581297,-0.3044289748438254,0.3044289748438254,1.1605710664086013,0.14891218260716438,0.14891218260716438,3.7357169504393286,1.3179397547660832,1.3179397547660832,3.762012673261484,1.3249540996295397,1.3249540996295397,0.5143311787147403,-0.6648879044441294,0.6648879044441294,0.8138701073827379,-0.2059544989526405,0.2059544989526405,0.9454988224061013,-0.056042636356530263,0.056042636356530263,1.3249540996295397,0.5522174324391377
Eaug,763,491,50,24,20,14,17,43,35,4,2,655,2118,0.3602455146364495,0.23182247403210576,0.023607176581680833,0.0113314447592068,0.009442870632672332,0.0066100094428706326,0.008026440037771483,0.020302171860245515,0.016525023607176583,0.0018885741265344666,0.0009442870632672333,0.3092540132200189,0.9998530583797219,-0.00014695241725564418,0.00014695241725564418,1.0390111236170243,0.03826941813968857,0.03826941813968857,0.5413911505249699,-0.6136132474749241,0.6136132474749241,0.9471636936141666,-0.054283345808547684,0.054283345808547684,0.3419267210711181,-1.0731588307516675,1.0731588307516675,0.8007475789101476,-0.22220951402519865,0.22220951402519865,0.728585943652911,-0.3166496868626286,0.3166496868626286,2.542293932639125,0.9330667965464327,0.9330667965464327,3.241583158027483,1.17606183948478,1.17606183948478,0.31908931484002306,-1.1422842315609252,1.1422842315609252,0.6311528099037521,-0.4602072747552267,0.4602072747552267,1.053214603058086,0.05184701396174933,0.05184701396174933,1.17606183948478,0.5068165126490854
Fmin11,401,306,21,12,11,9,15,29,17,6,0,352,1179,0.34011874469889736,0.2595419847328244,0.017811704834605598,0.010178117048346057,0.009329940627650551,0.007633587786259542,0.01272264631043257,0.024597116200169637,0.01441899915182358,0.005089058524173028,0.0,0.29855810008481765,0.9439916759065078,-0.05763793077116276,0.05763793077116276,1.163247913339487,0.15121601792152953,0.15121601792152953,0.4084816894495269,-0.8953081895556663,0.8953081895556663,0.850760264238679,-0.16162490074451208,0.16162490074451208,0.33783752109902077,-1.085190205883307,1.085190205883307,0.92474556822884,-0.07823664068025703,0.07823664068025703,1.1548757885472722,0.14399279580734606,0.14399279580734606,3.080118703879132,1.1249681364633253,1.1249681364633253,2.8284610005558593,1.039732747675563,1.039732747675563,0.8598360926605202,-0.15101349782877999,0.15101349782877999,0.0,,,1.0167879394564072,0.016648579548575324,0.016648579548575324,1.1249681364633253,0.4459608766254568
Ab13,572,476,26,24,20,8,15,54,64,7,5,531,1802,0.3174250832408435,0.2641509433962264,0.014428412874583796,0.013318534961154272,0.011098779134295227,0.004439511653718091,0.008324084350721421,0.029966703662597113,0.03551609322974473,0.00388457269700333,0.002774694783573807,0.2946725860155383,0.8810059456398377,-0.1266909043288463,0.1266909043288463,1.1839049240092228,0.16881823256965653,0.16881823256965653,0.33089154136636006,-1.1059646268885195,1.1059646268885195,1.1132589917174278,0.10729174218452085,0.10729174218452085,0.40188723375617547,-0.9115837427585989,0.9115837427585989,0.5378098532207682,-0.6202502139675528,0.6202502139675528,0.75560408140801,-0.28023774182356614,0.28023774182356614,3.752513249668353,1.3224258154102133,1.3224258154102133,6.966911054969737,1.9411719493481066,1.9411719493481066,0.6563288265563516,-0.42109335563243394,0.42109335563243394,1.8545805374252868,0.6176585451119967,0.6176585451119967,1.0035551923190527,0.003548887561504918,0.003548887561504918,1.9411719493481066,0.6355613131321264
C13b,43,26,2,1,0,2,1,4,6,1,0,43,129,0.3333333333333333,0.20155038759689922,0.015503875968992248,0.007751937984496124,0.0,0.015503875968992248,0.007751937984496124,0.031007751937984496,0.046511627906976744,0.007751937984496124,0.0,0.3333333333333333,0.9251589242674753,-0.07778974620847066,0.07778974620847066,0.9033338788951876,-0.10166304983367046,0.10166304983367046,0.3555554904843058,-1.0340739505434453,1.0340739505434453,0.6479627593910868,-0.4339220543568137,0.4339220543568137,0.0,,,1.8781654176430704,0.6302954587191677,0.6302954587191677,0.7036685037195007,-0.35144790911916524,0.35144790911916524,3.882876184842017,1.3565761637724405,1.3565761637724405,9.12381811123217,2.2108883690231007,2.2108883690231007,1.3097503271921878,0.26983652911886385,0.26983652911886385,0.0,,,1.135220625586273,0.12682701581973954,0.12682701581973954,2.2108883690231007,0.6593320246514878
Edim7,2493,1528,122,70,91,49,74,171,150,26,11,2308,7093,0.35147328351896234,0.2154236571267447,0.01720005639362752,0.009868884816015791,0.012829550260820527,0.006908219371211053,0.010432821091216692,0.024108275764838573,0.021147610320033837,0.003665585788805865,0.0015508247568024813,0.32539123079092064,0.9755059346674817,-0.024799035218889806,0.024799035218889806,0.9655128433059041,-0.03509587496910124,0.03509587496910124,0.39445455443690997,-0.9302513432105486,0.9302513432105486,0.8249124090372923,-0.19247806914786925,0.19247806914786925,0.464558525065594,-0.7666677328295434,0.7666677328295434,0.836873227472286,-0.17808268057056556,0.17808268057056556,0.9470209412810312,-0.05443407275541007,0.05443407275541007,3.018904756852885,1.1048941023147951,1.1048941023147951,4.148359426014909,1.4227129370508869,1.4227129370508869,0.6193292820248975,-0.47911818970006875,0.47911818970006875,1.036557039696716,0.03590468244246336,0.03590468244246336,1.1081725097362687,0.10271227091375268,0.10271227091375268,1.4227129370508869,0.44392924926032445
Edim,2272,1348,159,60,71,51,67,146,160,17,16,2303,6670,0.3406296851574213,0.20209895052473764,0.02383808095952024,0.008995502248875561,0.010644677661169416,0.007646176911544228,0.010044977511244379,0.021889055472263868,0.0239880059970015,0.002548725637181409,0.0023988005997001498,0.34527736131934034,0.9454097792814261,-0.05613681660898828,0.05613681660898828,0.9057924972254756,-0.09894503093089731,0.09894503093089731,0.5466865566209592,-0.6038796634311563,0.6038796634311563,0.7519088092484276,-0.2851402266827103,0.2851402266827103,0.3854442013585653,-0.9533588400126605,0.9533588400126605,0.9262706358825907,-0.07658882366444911,0.07658882366444911,0.9118151240851043,-0.09231802427619627,0.09231802427619627,2.741007873512539,1.008325689812889,1.008325689812889,4.705537376707446,1.5487399804808755,1.5487399804808755,0.43062705660156936,-0.8425128613729174,0.8425128613729174,1.6033363134946288,0.4720866541762914,0.4720866541762914,1.1758979463531574,0.16203206539886503,0.16203206539886503,1.5487399804808755,0.5166720564040748
C9,2150,1588,174,77,65,40,61,158,139,32,7,1902,6393,0.3363053339590177,0.24839668387298608,0.02721726888784608,0.012044423588299703,0.010167370561551698,0.006256843422493352,0.009541686219302362,0.02471453151884874,0.0217425308931644,0.005005474737994682,0.0010949475989363367,0.2975129047395589,0.9334076429728164,-0.06891325718537933,0.06891325718537933,1.1132955020481354,0.10732453754687386,0.10732453754687386,0.624182585594457,-0.4713123482939162,0.4713123482939162,1.0067595947179204,0.006736851091815395,0.006736851091815395,0.36816089230299415,-0.9992352290153963,0.9992352290153963,0.7579644576128768,-0.2771187841318961,0.2771187841318961,0.866129744371774,-0.1437205613509087,0.1437205613509087,3.0948217737936017,1.1297303192744619,1.1297303192744619,4.265060288662184,1.450456316520683,1.450456316520683,0.8457139606834587,-0.16757408448646421,0.16757408448646421,0.7318529297382316,-0.3121757008652338,0.3121757008652338,1.0132283575152938,0.01314162682645805,0.01314162682645805,1.450456316520683,0.4289533013824573
Fs7sus4,1801,1251,111,55,55,24,36,79,61,14,1,1492,4980,0.36164658634538155,0.2512048192771084,0.022289156626506025,0.01104417670682731,0.01104417670682731,0.004819277108433735,0.007228915662650603,0.015863453815261046,0.012248995983935742,0.002811244979919679,0.00020080321285140563,0.2995983935742972,1.0037417003648934,0.0037347176168965658,0.0037347176168965658,1.1258813565201302,0.11856615695473204,0.11856615695473204,0.5111645650848168,-0.6710636954480828,0.6710636954480828,0.9231517626264581,-0.07996163478136917,0.07996163478136917,0.3999100776864915,-0.9165155629305342,0.9165155629305342,0.5838152743998942,-0.5381706571498583,0.5381706571498583,0.6561920745528839,-0.42130173632008167,0.42130173632008167,1.9864654216729416,0.686356889462545,0.686356889462545,2.4027886451568254,0.8766299983113305,0.8766299983113305,0.4749817451624681,-0.744478906922904,0.744478906922904,0.13421502523856896,-2.008312099172519,2.008312099172519,1.0203308273341682,0.02012691523285684,0.02012691523285684,2.008312099172519,0.5904349141919759
Aminadd11,109,65,1,5,5,4,3,3,3,1,0,75,274,0.3978102189781022,0.23722627737226276,0.0036496350364963502,0.01824817518248175,0.01824817518248175,0.014598540145985401,0.010948905109489052,0.010948905109489052,0.010948905109489052,0.0036496350364963502,0.0,0.2737226277372263,1.1041130227571694,0.0990423183007125,0.0990423183007125,1.0632305691375838,0.061311980014086435,0.061311980014086435,0.08369828151911578,-2.4805368331297886,2.4805368331297886,1.5253137949169744,0.4222001560508885,0.4222001560508885,0.66076714893123,-0.41435377209827656,0.41435377209827656,1.7684915246420152,0.5701269372527149,0.5701269372527149,0.9938675581731635,-0.006151322477453573,0.006151322477453573,1.3710520835162963,0.3155783892942617,0.3155783892942617,2.147760102826551,0.7644254864367575,0.7644254864367575,0.6166342781306285,-0.4834791729075343,0.4834791729075343,0.0,,,0.9322067180909175,-0.07020068836391061,0.07020068836391061,2.4805368331297886,0.5170370051205805
Fmaj911s,71,71,1,1,4,5,1,3,3,0,0,54,214,0.3317757009345794,0.3317757009345794,0.004672897196261682,0.004672897196261682,0.018691588785046728,0.02336448598130841,0.004672897196261682,0.014018691588785047,0.014018691588785047,0.0,0.0,0.2523364485981308,0.9208357517241693,-0.08247359552089702,0.08247359552089702,1.486994068440155,0.3967566785259835,0.3967566785259835,0.1071650894216716,-2.2333847417635697,2.2333847417635697,0.39059437365163646,-0.9400856650169931,0.9400856650169931,0.6768231731108674,-0.3903452320462676,0.3903452320462676,2.8304128373359356,1.0404225799331435,1.0404225799331435,0.42417400457857757,-0.8576115197793446,0.8576115197793446,1.7554592097358184,0.5627304806604803,0.5627304806604803,2.7499358325910044,1.011577577802976,1.011577577802976,0.0,,,0.0,,,0.8593726231073654,-0.15155266396972797,0.15155266396972797,2.2333847417635697,0.7666940735019383
Csaugmaj7,130,71,7,4,4,3,7,14,24,2,0,123,389,0.3341902313624679,0.18251928020565553,0.017994858611825194,0.010282776349614395,0.010282776349614395,0.007712082262210797,0.017994858611825194,0.03598971722365039,0.061696658097686374,0.005141388174807198,0.0,0.3161953727506427,0.9275372248439985,-0.0752223507032247,0.0752223507032247,0.8180378679850725,-0.20084665007061123,0.20084665007061123,0.41268201530504905,-0.8850779213048513,0.8850779213048513,0.859508441762984,-0.15139463249369733,0.15139463249369733,0.3723397404774438,-0.9879485606428623,0.9879485606428623,0.9342545200872342,-0.06800637242944216,0.06800637242944216,1.6334515651894839,0.490695300679374,0.490695300679374,4.506731612997868,1.5055721930110344,1.5055721930110344,12.102545360914652,2.493415790886217,2.493415790886217,0.8686775948986746,-0.1407832295779651,0.1407832295779651,0.0,,,1.076854526584408,0.07404431624182051,0.07404431624182051,2.493415790886217,0.6430006652764636
Csminadd9,294,192,10,20,15,8,6,6,4,2,1,193,751,0.3914780292942743,0.255659121171771,0.013315579227696404,0.02663115845539281,0.019973368841544607,0.010652463382157125,0.007989347536617843,0.007989347536617843,0.005326231691078562,0.002663115845539281,0.0013315579227696406,0.2569906790945406,1.086538177368726,0.08299665803418589,0.08299665803418589,1.1458452070304215,0.13614253677016658,0.13614253677016658,0.30537056106841176,-1.1862292855118075,1.1862292855118075,2.2260238604913503,0.8002169717947146,0.8002169717947146,0.7232364799220654,-0.3240190288062313,0.3240190288062313,1.2904571977414439,0.2549965724365957,0.2549965724365957,0.7252189372555174,-0.3212816872935728,0.3212816872935728,1.0004481248560988,0.00044802447814225565,0.00044802447814225565,1.0448047371051488,0.04383001351247388,0.04383001351247388,0.44995417365590473,-0.7986095377236534,0.7986095377236534,0.890001099451496,-0.11653258091795504,0.11653258091795504,0.8752233584746365,-0.13327615837139997,0.13327615837139997,1.1862292855118075,0.3498815879709083
Cmaj9,805,557,44,29,24,12,24,57,29,6,3,684,2274,0.3540017590149516,0.24494283201407213,0.019349164467897976,0.012752858399296393,0.010554089709762533,0.005277044854881266,0.010554089709762533,0.025065963060686015,0.012752858399296393,0.002638522427440633,0.0013192612137203166,0.3007915567282322,0.9825236596772,-0.01763085443227892,0.01763085443227892,1.097815594348419,0.09332238212332239,0.09332238212332239,0.4437407572535004,-0.8125147671339386,0.8125147671339386,1.065975674090614,0.06389050568085115,0.06389050568085115,0.38216400803621536,-0.9619054221068424,0.9619054221068424,0.6392700234194092,-0.44742834200158654,0.44742834200158654,0.9580288863305076,-0.042877348720028796,0.042877348720028796,3.138829000345575,1.1438498005382909,1.1438498005382909,2.5016273493198145,0.9169414598327106,0.9169414598327106,0.445798924031114,-0.8078872716018906,0.8078872716018906,0.8817820919367723,-0.12581031479619212,0.12581031479619212,1.024394337600278,0.024101547799918393,0.024101547799918393,1.1438498005382909,0.4548466680639876
Ds11,431,334,23,11,13,12,10,21,19,3,1,308,1186,0.3634064080944351,0.28161888701517707,0.0193929173693086,0.00927487352445194,0.010961214165261383,0.01011804384485666,0.008431703204047217,0.01770657672849916,0.016020236087689713,0.002529510961214165,0.0008431703204047217,0.2596964586846543,1.0086260447536641,0.008589053005716177,0.008589053005716177,1.2621949509040749,0.23285222992554927,0.23285222992554927,0.44474415694221553,-0.8102560903702395,0.8102560903702395,0.7752606708060306,-0.25455595675444176,0.25455595675444176,0.3969060007576799,-0.9240558002404405,0.9240558002404405,1.225716722812594,0.20352575275122406,0.20352575275122406,0.7653729930844485,-0.26739199132111824,0.26739199132111824,2.217266354286894,0.7962750651799745,0.7962750651799745,3.14256298350619,1.1450387037654877,1.1450387037654877,0.4273805873721557,-0.8500803574090252,0.8500803574090252,0.5635673066509894,-0.5734685087114911,0.5734685087114911,0.8844383288715988,-0.12280249209624707,0.12280249209624707,1.1450387037654877,0.5157410001275796
E7b9,382,292,26,17,14,6,14,64,69,3,1,421,1309,0.29182582123758594,0.22307104660045837,0.019862490450725745,0.012987012987012988,0.0106951871657754,0.004583651642475172,0.0106951871657754,0.04889228418640183,0.052711993888464474,0.002291825821237586,0.0007639419404125286,0.32161955691367455,0.8099557885489126,-0.2107756148436858,0.2107756148436858,0.9997878753665137,-0.00021214713509851878,0.00021214713509851878,0.4555130309718723,-0.7863309546301362,0.7863309546301362,1.0855479994993533,0.08208492815117462,0.08208492815117462,0.38727315252867817,-0.948625014438948,0.948625014438948,0.5552712120915725,-0.5882986141609502,0.5882986141609502,0.9708367591424129,-0.029596941052134354,0.029596941052134354,6.122426619949521,1.811958524463994,1.811958524463994,10.34009485715273,2.336029042844077,2.336029042844077,0.38722183088111284,-0.9487575437612542,0.9487575437612542,0.510611784330079,-0.6721456950637202,0.6721456950637202,1.0953274638009647,0.09105337226033078,0.09105337226033078,2.336029042844077,0.7088223660671255
