n_gram,pop_raw,rock_raw,country_raw,alternative_raw,punk_raw,metal_raw,rap_raw,soul_raw,jazz_raw,reggae_raw,electronic_raw,other_raw,counts_completed,total,pop_rel,rock_rel,country_rel,alternative_rel,punk_rel,metal_rel,rap_rel,soul_rel,jazz_rel,reggae_rel,electronic_rel,other_rel,pop_dev_ratio,pop_log_dev_ratio,pop_abs_log_dev_ratio,rock_dev_ratio,rock_log_dev_ratio,rock_abs_log_dev_ratio,country_dev_ratio,country_log_dev_ratio,country_abs_log_dev_ratio,alternative_dev_ratio,alternative_log_dev_ratio,alternative_abs_log_dev_ratio,punk_dev_ratio,punk_log_dev_ratio,punk_abs_log_dev_ratio,metal_dev_ratio,metal_log_dev_ratio,metal_abs_log_dev_ratio,rap_dev_ratio,rap_log_dev_ratio,rap_abs_log_dev_ratio,soul_dev_ratio,soul_log_dev_ratio,soul_abs_log_dev_ratio,jazz_dev_ratio,jazz_log_dev_ratio,jazz_abs_log_dev_ratio,reggae_dev_ratio,reggae_log_dev_ratio,reggae_abs_log_dev_ratio,electronic_dev_ratio,electronic_log_dev_ratio,electronic_abs_log_dev_ratio,other_dev_ratio,other_log_dev_ratio,other_abs_log_dev_ratio,max_abs_log_dev_ratio,mean_abs_log_dev_ratio
"E,D",69547,44616,8963,2225,5930,1871,1434,1192,744,885,257,53082,True,190746,0.3646052866115148,0.2339026768582303,0.0469891898126304,0.0116647269143258,0.0310884631918886,0.0098088557558218,0.0075178509641093,0.0062491480817422,0.0039004749771948,0.0046396778962599,0.0013473414907783,0.2782863074455034,1.0119535042312306,0.011882625374253,0.011882625374253,1.0483344382988595,0.0472026555049085,0.0472026555049085,1.077618555818202,0.0747535655446426,0.0747535655446426,0.9750218144245578,-0.0252954344658016,0.0252954344658016,1.1257144883000862,0.1184179347764638,0.1184179347764638,1.1882611615365823,0.1724910297239835,0.1724910297239835,0.6824196671440322,-0.382110462668928,0.382110462668928,0.7825355514542733,-0.2452159244314834,0.2452159244314834,0.7651253211457634,-0.267715640081191,0.267715640081191,0.7839097339073747,-0.2434614005825353,0.2434614005825353,0.900550691505116,-0.1047488233296013,0.1047488233296013,0.9477490680911348,-0.0536655078717106,0.0536655078717106,0.382110462668928,0.1455800836962919
"A,C",22839,17218,2023,898,2511,802,407,474,267,274,80,15222,True,63015,0.3624375148774101,0.2732365309846862,0.03210346742839,0.0142505752598587,0.0398476553201618,0.0127271284614774,0.0064587796556375,0.0075220185670078,0.004237086407998,0.00434817107038,0.0012695389986511,0.2415615329683408,1.0059369041344857,0.0059193501623693,0.0059193501623693,1.2246258532824523,0.2026353714528275,0.2026353714528275,0.7362393849497566,-0.3061999618455651,0.3061999618455651,1.1911656268092088,0.174932346035466,0.174932346035466,1.4428851835428749,0.3666447087416862,0.3666447087416862,1.5417855889749803,0.432941218115817,0.432941218115817,0.5862843362815988,-0.5339503915864902,0.5339503915864902,0.9419279028737204,-0.0598265435622935,0.0598265435622935,0.8311557227251967,-0.1849381097146248,0.1849381097146248,0.7346573841932091,-0.3083510324029858,0.3083510324029858,0.8485482195516286,-0.1642283667515308,0.1642283667515308,0.822676903721697,-0.195191738956406,0.195191738956406,0.5339503915864902,0.2446465949440052
"C,E",26507,16585,2253,954,2481,854,661,485,356,283,101,19996,True,71516,0.3706443313384417,0.2319061468762235,0.0315034397896974,0.0133396722411768,0.0346915375580289,0.0119413837462945,0.0092426869511717,0.0067816992001789,0.0049779070417808,0.0039571564405168,0.001412271379831,0.2796017674366575,1.028714732600731,0.0283101906239202,0.0283101906239202,1.0393861390944752,0.0386302880159617,0.0386302880159617,0.7224787536207785,-0.3250672661811846,0.3250672661811846,1.1150257976847628,0.1088775415814343,0.1088775415814343,1.25618195436142,0.2280769256757836,0.2280769256757836,1.4465991624256564,0.3692153964377536,0.3692153964377536,0.8389886129489641,-0.1755581447775174,0.1755581447775174,0.849223070727672,-0.1634333819200055,0.1634333819200055,0.9764766461123529,-0.0238044448629624,0.0238044448629624,0.6685924156105655,-0.4025806487479371,0.4025806487479371,0.9439492336609348,-0.0576828921842716,0.0576828921842716,0.95222908003341,-0.0489496428504004,0.0489496428504004,0.4025806487479371,0.1641822303215943
"E,C",16195,11301,1185,631,2086,581,356,316,221,191,56,11600,True,44719,0.3621503164203135,0.2527113754779847,0.0264988036405107,0.0141103334153268,0.0466468391511438,0.0129922404347145,0.0079608220219593,0.0070663476374695,0.0049419709743062,0.0042711151859388,0.0012522641382857,0.2593975715020461,1.0051397914876292,0.0051266278456776,0.0051266278456776,1.1326336296015052,0.1245455666472792,0.1245455666472792,0.6077057856043674,-0.4980644193918779,0.4980644193918779,1.1794432042683218,0.1650424663266805,0.1650424663266805,1.6890839004080127,0.52418631119702,0.52418631119702,1.5739016960009222,0.4535576931534145,0.4535576931534145,0.7226295839534506,-0.3248585201248537,0.3248585201248537,0.8848675328098793,-0.122317325618257,0.122317325618257,0.9694273520320144,-0.0310497405449205,0.0310497405449205,0.7216381920814042,-0.3262313846922253,0.3262313846922253,0.8370018613683693,-0.1779289846380624,0.1779289846380624,0.8834204201883382,-0.1239540646370859,0.1239540646370859,0.52418631119702,0.2397385920681128
"G,E",33994,22389,3975,1160,3059,1019,675,681,432,376,133,26116,True,94009,0.3616036762437639,0.2381580486974651,0.0422831856524375,0.0123392441149251,0.0325394377134104,0.0108393877181971,0.0071801636013573,0.0072439872778138,0.0045953047048686,0.0039996170579412,0.0014147581614526,0.2778031890563669,1.003622604374535,0.0036160585471732,0.0036160585471732,1.0674066990645663,0.0652320609562541,0.0652320609562541,0.9696942134959946,-0.0307745010030486,0.0307745010030486,1.0314028158504212,0.0309198327555062,0.0309198327555062,1.178254333417212,0.1640339646568342,0.1640339646568342,1.3131015238679236,0.2723919143938567,0.2723919143938567,0.6517666921398539,-0.4280686152347258,0.4280686152347258,0.90711205831938,-0.0974892881860281,0.0974892881860281,0.9014245722975928,-0.1037789089489343,0.1037789089489343,0.6757664677863807,-0.3919077244793322,0.3919077244793322,0.945611375682262,-0.0559236022818292,0.0559236022818292,0.9461037302112916,-0.0554030645553893,0.0554030645553893,0.4280686152347258,0.141628294666576
"F,Dmin",60625,32648,6422,1945,3883,1513,1454,1170,707,743,214,48064,True,159388,0.380361131327327,0.2048334880919517,0.0402916154290159,0.012202926192687,0.0243619343990764,0.0094925590383215,0.0091223931538133,0.0073405777097397,0.0044357166160564,0.0046615805455868,0.0013426355810976,0.3015534419153261,1.0556834852758492,0.0541884105036842,0.0541884105036842,0.9180484916546032,-0.0855050666035777,0.0855050666035777,0.9240208780643376,-0.0790206122879981,0.0790206122879981,1.020008382971244,0.0198108458616661,0.0198108458616661,0.8821466132559426,-0.1253970086083782,0.1253970086083782,1.1499444491408437,0.1397136361135113,0.1397136361135113,0.8280691555741454,-0.1886586068597673,0.1886586068597673,0.9192073785012136,-0.084243525389715,0.084243525389715,0.8701194393541836,-0.1391247901424483,0.1391247901424483,0.787610357181153,-0.2387517819974439,0.2387517819974439,0.897405304648077,-0.108247674327708,0.108247674327708,1.026989060936431,0.0266312794159167,0.0266312794159167,0.2387517819974439,0.1074411031759846
"Dmin,G",32166,17829,3067,812,1524,701,697,713,443,438,107,26139,True,84636,0.3800510421097405,0.2106550404083368,0.0362375348551443,0.0095940261827118,0.0180065220473557,0.0082825275296564,0.0082352663169336,0.0084243111678245,0.005234179309041,0.0051751027931376,0.0012642374403327,0.3088402098397845,1.0548228398549415,0.0533728285190522,0.0533728285190522,0.9441402570828548,-0.0574805464548895,0.0574805464548895,0.8310473139189127,-0.1850685496236464,0.1850685496236464,0.8019377465936193,-0.2207242968296432,0.2207242968296432,0.6520168792998424,-0.4276848288938946,0.4276848288938946,1.0033592121085897,0.0033535825593049,0.0033535825593049,0.7475417809789153,-0.2909650809931486,0.2909650809931486,1.05491546993364,0.0534606404323386,0.0534606404323386,1.0267475495112104,0.0263960872056739,0.0263960872056739,0.8743739423769199,-0.1342471431391974,0.1342471431391974,0.8450047066097625,-0.1684130816880937,0.1684130816880937,1.051805328661548,0.0505080483910662,0.0505080483910662,0.4276848288938946,0.1393062262274958
"G,Dmin",26069,15307,2202,891,1381,820,589,506,301,369,133,18120,True,66688,0.3909099088291746,0.2295315499040307,0.03301943378119,0.0133607245681381,0.0207083733205374,0.012296065259117,0.0088321737044145,0.0075875719769673,0.0045135556621881,0.0055332293666026,0.0019943618042226,0.2717130518234165,1.0849613722136882,0.0815443847122988,0.0815443847122988,1.0287433716987917,0.0283380299252427,0.0283380299252427,0.7572455427962371,-0.2780677151320773,0.2780677151320773,1.1167855026639295,0.1104544718026836,0.1104544718026836,0.7498510213312257,-0.2878807304079985,0.2878807304079985,1.4895658730077674,0.3984847171062092,0.3984847171062092,0.8017249967177212,-0.2209896267788903,0.2209896267788903,0.9501366815970556,-0.0511494293712965,0.0511494293712965,0.8853885092796154,-0.1217287367673903,0.1217287367673903,0.9348822175605106,-0.0673347281519209,0.0673347281519209,1.333013133045132,0.2874418933949493,0.2874418933949493,0.9253627820128028,-0.0775694215881646,0.0775694215881646,0.3984847171062092,0.1675819904282602
"G,Dmin7",2911,1797,326,78,59,36,55,142,78,35,12,2530,True,8059,0.3612110683707656,0.2229805186747735,0.040451668941556,0.0096786201762005,0.0073210075691773,0.0044670554659387,0.0068246680729619,0.0176200521156471,0.0096786201762005,0.0043429705918848,0.0014890184886462,0.3139347313562476,1.002532930342209,0.002529727880751,0.002529727880751,0.9993821359222376,-0.0006180550344326,0.0006180550344326,0.9276914379468294,-0.075056103699522,0.075056103699522,0.8090087213045187,-0.211945581630061,0.211945581630061,0.2650939751736509,-1.3276708925630984,1.3276708925630984,0.5411465566158592,-0.6140651373475069,0.6140651373475069,0.6194972122955525,-0.4788470778495334,0.4788470778495334,2.206431503720563,0.7913765062909714,0.7913765062909714,1.8985783561901413,0.6411053725217983,0.6411053725217983,0.7337787228282328,-0.3095477633545617,0.3095477633545617,0.9952462970910636,-0.0047650376903313,0.0047650376903313,1.069155546370494,0.0668691278849038,0.0668691278849038,1.3276708925630984,0.3770330319789561
"Dmin7,G",5739,3130,549,106,110,52,138,301,212,46,14,4988,True,15385,0.373025674358141,0.203444913877153,0.0356841078973025,0.0068898277543061,0.0071498212544686,0.0033799155021124,0.0089697757556061,0.0195645108872278,0.0137796555086122,0.0029899252518687,0.0009099772505687,0.3242118947026324,1.035324094839982,0.0347145128118594,0.0347145128118594,0.9118250050786478,-0.0923071877154236,0.0923071877154236,0.8183553913418596,-0.2004585729883299,0.2004585729883299,0.5759013826398259,-0.5518188436392166,0.5518188436392166,0.2588953119114368,-1.3513315001080324,1.3513315001080324,0.4094486064852037,-0.8929438866538202,0.8929438866538202,0.814215580319438,-0.2055301073564305,0.2055301073564305,2.449921991895201,0.8960561840069555,0.8960561840069555,2.703046015664363,0.994379291072588,0.994379291072588,0.5051711694220632,-0.6828579577865113,0.6828579577865113,0.6082204458650001,-0.497217887294704,0.497217887294704,1.1041560897804998,0.0990813235316342,0.0990813235316342,1.3513315001080324,0.5415581045804588
"C,Bmin",15043,8656,1097,552,942,512,326,317,153,226,56,10050,True,37930,0.3965989981544951,0.2282098602689164,0.0289216978644872,0.0145531241761138,0.024835222778803,0.0134985499604534,0.0085947798576324,0.0083575006591088,0.0040337463749011,0.0059583443184814,0.0014764039019245,0.2649617716846823,1.1007513074945134,0.0959929534745182,0.0959929534745182,1.0228196568450587,0.0225631829098378,0.0225631829098378,0.663270816305109,-0.4105719011494327,0.4105719011494327,1.216454842360151,0.1959407615990091,0.1959407615990091,0.8992844043044658,-0.1061559382508881,0.1061559382508881,1.6352368772012855,0.4917876728774577,0.4917876728774577,0.780175988806219,-0.24823575807373,0.24823575807373,1.0465492738382849,0.045498346208558,0.045498346208558,0.7912681169759617,-0.2341184091337912,0.2341184091337912,1.006708701264462,0.0066862980698772,0.0066862980698772,0.9868148230564754,-0.0132728731016157,0.0132728731016157,0.9023702046249968,-0.1027304167078735,0.1027304167078735,0.4917876728774577,0.1644628759630491
"Bmin,Emin",32227,16762,1932,1049,1770,939,988,659,430,624,115,24964,True,82459,0.390824530979032,0.2032767799755029,0.0234298257315756,0.0127214737020822,0.0214652130149528,0.0113874774130173,0.0119817121236008,0.0079918504953977,0.0052147127663444,0.0075673971306952,0.0013946324840223,0.3027443941837762,1.0847244079737055,0.0813259528609324,0.0813259528609324,0.91107144140972,-0.0931339639300627,0.0931339639300627,0.5373239051069172,-0.6211541910646889,0.6211541910646889,1.0633523152543842,0.0614264793057218,0.0614264793057218,0.777256216759039,-0.2519852316718656,0.2519852316718656,1.3794980245001929,0.3217196826337236,0.3217196826337236,1.0876187940195468,0.0839907138949408,0.0839907138949408,1.0007615522550743,0.0007612624212954,0.0007612624212954,1.02292895182262,0.0226700337488921,0.0226700337488921,1.278570711961852,0.2457428227545297,0.2457428227545297,0.9321595575271158,-0.0702512798860042,0.0702512798860042,1.0310450416741308,0.0305728914463489,0.0305728914463489,0.6211541910646889,0.1570612088015839
"F,E",19175,13114,1262,721,1923,772,439,425,304,255,63,13706,True,52159,0.3676259130734868,0.251423531892866,0.0241952491420464,0.0138231177744972,0.0368680381142276,0.0148008972564658,0.008416572403612,0.0081481623497383,0.005828332598401,0.0048888974098429,0.0012078452424317,0.2627734427423838,1.0203371828157464,0.0201331440574834,0.0201331440574834,1.1268616102319255,0.1194364326924717,0.1194364326924717,0.5548776121078243,-0.5890077082781725,0.5890077082781725,1.155435654215104,0.144477462652195,0.144477462652195,1.3349931260421517,0.2889261428068604,0.2889261428068604,1.793005402828257,0.5838932079080582,0.5838932079080582,0.7639995213508511,-0.2691881163199343,0.2691881163199343,1.020335353601313,0.0201313513010263,0.0201313513010263,1.14329790017089,0.1339169809253268,0.1339169809253268,0.8260173126974638,-0.1911395459986505,0.1911395459986505,0.8073126788923987,-0.2140442273999003,0.2140442273999003,0.8949174961724029,-0.1110237480039944,0.1110237480039944,0.5890077082781725,0.2237765056953395
"E,Amin",18673,10481,959,586,1287,786,513,378,314,231,67,14682,True,48957,0.3814163449557775,0.2140858304226157,0.019588618583655,0.0119696876851114,0.0262883755132054,0.0160549053250811,0.0104785832465224,0.0077210613395428,0.0064137916947525,0.004718426374165,0.0013685479093898,0.2998958269501807,1.0586122061919585,0.0569588108796747,0.0569588108796747,0.9595168033064804,-0.0413254511223473,0.0413254511223473,0.4492322373031839,-0.8002152926573245,0.8002152926573245,1.0005126301327658,0.0005124987828266,0.0005124987828266,0.9519031225966098,-0.0492920113472241,0.0492920113472241,1.9449180337490195,0.6652198341510567,0.6652198341510567,0.9511749202493086,-0.0500573003857678,0.0500573003857678,0.9668525876037464,-0.0337092381652345,0.0337092381652345,1.2581427797644542,0.229636649265927,0.229636649265927,0.7972149028739507,-0.2266309967967147,0.2266309967967147,0.9147248671507836,-0.0891319505618986,0.0891319505618986,1.0213437848432905,0.0211191963595314,0.0211191963595314,0.8002152926573245,0.188650769206294
"G,Bmin",46362,24395,4104,1720,3107,1388,1208,734,476,576,168,33584,True,117822,0.3934918775780414,0.207049617219195,0.0348322045118908,0.0145982923392914,0.0263702873826619,0.0117804824226375,0.0102527541545721,0.0062297363819999,0.0040399925311062,0.0048887304578092,0.001425879716861,0.285040145303933,1.0921275665042698,0.0881276896429927,0.0881276896429927,0.9279810179301128,-0.0747440012218279,0.0747440012218279,0.7988184106119368,-0.2246216298693981,0.2246216298693981,1.2202303224668938,0.199039629834072,0.199039629834072,0.9548691546465632,-0.0461809587295445,0.0461809587295445,1.4271073074630674,0.3556495336093591,0.3556495336093591,0.9306756825687668,-0.0718444162410179,0.0718444162410179,0.780104764895247,-0.2483270543495476,0.2483270543495476,0.7924933760278219,-0.2325711315901473,0.2325711315901473,0.8259891048504381,-0.191173695801858,0.191173695801858,0.9530449212846186,-0.0480932397288467,0.0480932397288467,0.9707503562073992,-0.0296859434300216,0.0296859434300216,0.3556495336093591,0.1508382436707194
"Bmin,Amin",10111,5622,666,359,554,275,275,304,133,229,38,7118,True,25684,0.3936692104033639,0.2188911384519545,0.0259305404142656,0.0139775735866687,0.0215698489331879,0.0107070549758604,0.0107070549758604,0.0118361625914966,0.0051783211337797,0.0089160566889892,0.001479520323937,0.2771375175206354,1.0926197496420078,0.0885782526370991,0.0885782526370991,0.9810538372620308,-0.0191279409409422,0.0191279409409422,0.5946736180008692,-0.5197425651152683,0.5197425651152683,1.1683461824544707,0.1555892295791984,0.1555892295791984,0.7810450875188055,-0.2471224003109617,0.2471224003109617,1.2970705145399457,0.2601082712735267,0.2601082712735267,0.9719140386796952,-0.0284879160048608,0.0284879160048608,1.4821569115477002,0.3934983995065048,0.3934983995065048,1.0157902931423608,0.0156669234645328,0.0156669234645328,1.5064372533711423,0.4097474281208366,0.4097474281208366,0.9888978109385916,-0.0111642783413736,0.0111642783413736,0.9438366780396072,-0.0578021383559517,0.0578021383559517,0.5197425651152683,0.1838863119709214
