n_gram,pop_raw,rock_raw,country_raw,alternative_raw,punk_raw,metal_raw,rap_raw,soul_raw,jazz_raw,reggae_raw,electronic_raw,other_raw,counts_completed,total,pop_rel,rock_rel,country_rel,alternative_rel,punk_rel,metal_rel,rap_rel,soul_rel,jazz_rel,reggae_rel,electronic_rel,other_rel,pop_dev_ratio,pop_log_dev_ratio,pop_abs_log_dev_ratio,rock_dev_ratio,rock_log_dev_ratio,rock_abs_log_dev_ratio,country_dev_ratio,country_log_dev_ratio,country_abs_log_dev_ratio,alternative_dev_ratio,alternative_log_dev_ratio,alternative_abs_log_dev_ratio,punk_dev_ratio,punk_log_dev_ratio,punk_abs_log_dev_ratio,metal_dev_ratio,metal_log_dev_ratio,metal_abs_log_dev_ratio,rap_dev_ratio,rap_log_dev_ratio,rap_abs_log_dev_ratio,soul_dev_ratio,soul_log_dev_ratio,soul_abs_log_dev_ratio,jazz_dev_ratio,jazz_log_dev_ratio,jazz_abs_log_dev_ratio,reggae_dev_ratio,reggae_log_dev_ratio,reggae_abs_log_dev_ratio,electronic_dev_ratio,electronic_log_dev_ratio,electronic_abs_log_dev_ratio,other_dev_ratio,other_log_dev_ratio,other_abs_log_dev_ratio,max_abs_log_dev_ratio,mean_abs_log_dev_ratio
"Emin,Fmin",1090,525,61,42,51,62,33,29,24,21,4,786,True,2728,0.3995601173020527,0.1924486803519061,0.0223607038123167,0.0153958944281524,0.0186950146627566,0.0227272727272727,0.0120967741935483,0.0106304985337243,0.0087976539589442,0.0076979472140762,0.001466275659824,0.2881231671554252,1.10896982491006,0.1034314987194756,0.1034314987194756,0.8625407025177163,-0.1478729398652093,0.1478729398652093,0.5128053802457849,-0.6678588815317598,0.6678588815317598,1.2868996445677818,0.2522359493248741,0.2522359493248741,0.6769472242789597,-0.3901619643833334,0.3901619643833334,2.7532197599540464,1.0127710486026331,1.0127710486026331,1.0980633505622854,0.0935480377456344,0.0935480377456344,1.331180334264478,0.2860660180373433,0.2860660180373433,1.7257661823298387,0.5456711155413109,0.5456711155413109,1.3006281658224474,0.2628473522406062,0.2628473522406062,0.9800451989561194,-0.0201565869972824,0.0201565869972824,0.9812500861922404,-0.0189279220462968,0.0189279220462968,1.0127710486026331,0.31679577625298
"Amin7,B7",753,341,23,27,19,5,34,68,54,4,1,606,True,1935,0.3891472868217054,0.1762273901808785,0.0118863049095607,0.013953488372093,0.0098191214470284,0.0025839793281653,0.0175710594315245,0.0351421188630491,0.027906976744186,0.0020671834625322,0.000516795865633,0.3131782945736434,1.080069255772727,0.0770251647956504,0.0770251647956504,0.7898380838545102,-0.2359273116738457,0.2359273116738457,0.2725925427046344,-1.2997771162764509,1.2997771162764509,1.1663329669039564,0.1538646105453053,0.1538646105453053,0.3555507780192231,-1.0340872044417484,1.0340872044417484,0.3130275696071784,-1.1614640105088871,1.1614640105088871,1.594981941764202,0.4668624143947862,0.4668624143947862,4.400593009487619,1.4817393067264466,1.4817393067264466,5.4742908667393015,1.70006274525711,1.70006274525711,0.3492667539179167,-1.0519193108634557,1.0519193108634557,0.3454216153426735,-1.0629895346177027,1.0629895346177027,1.0665793784578006,0.0644566850932815,0.0644566850932815,1.70006274525711,0.8158479512662228
"Amin7,Bsus4",68,48,5,2,0,1,0,0,0,0,0,63,True,187,0.3636363636363636,0.2566844919786096,0.0267379679144385,0.0106951871657754,0.0,0.0053475935828877,0.0,0.0,0.0,0.0,0.0,0.3368983957219251,1.009264281019064,0.0092216307811591,0.0092216307811591,1.1504408428874953,0.140145210559824,0.140145210559824,0.6131906186159819,-0.4890794311622047,0.4890794311622047,0.8939807054700556,-0.1120710862897829,0.1120710862897829,0.0,,,0.6478164141068344,-0.4341479343336921,0.4341479343336921,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.1473620226513668,0.1374654140247953,0.1374654140247953,0.4890794311622047,0.2203551178585763
"Bsus4,B7",344,179,31,3,8,4,4,12,3,1,0,329,True,918,0.3747276688453159,0.1949891067538126,0.0337690631808278,0.0032679738562091,0.008714596949891,0.0043572984749455,0.0043572984749455,0.0130718954248366,0.0032679738562091,0.0010893246187363,0.0,0.3583877995642701,1.0400479410065735,0.0392668092125469,0.0392668092125469,0.8739267051101383,-0.1347587682732156,0.1347587682732156,0.7744370405483327,-0.2556189128770626,0.2556189128770626,0.2731607711158503,-1.2976947519475224,1.2976947519475224,0.3155559020604044,-1.1534194270849611,1.1534194270849611,0.5278504114944578,-0.6389423469797052,0.6389423469797052,0.3955260870580201,-0.9275385342580929,0.9275385342580929,1.6368987838059483,0.492803466181732,0.492803466181732,0.641052579710757,-0.4446437977956629,0.4446437977956629,0.1840498825792943,-1.6925484571399545,1.6925484571399545,0.0,,,1.2205476660715155,0.1992996646327305,0.1992996646327305,1.6925484571399545,0.6615031760348352
"Amin7,E7sus4",21,16,2,1,0,0,0,2,0,1,0,18,True,61,0.3442622950819672,0.2622950819672131,0.0327868852459016,0.0163934426229508,0.0,0.0,0.0,0.0327868852459016,0.0,0.0163934426229508,0.0,0.2950819672131147,0.9554920037516548,-0.0455288839902492,0.0455288839902492,1.1755870908194623,0.1617676745729896,0.1617676745729896,0.7519124306963189,-0.2851354103550843,0.2851354103550843,1.3702819010073806,0.3150164858315473,0.3150164858315473,0.0,,,0.0,,,0.0,,,4.105664162660822,1.4123675234008564,1.4123675234008564,0.0,,,2.769799872258889,1.0187750693072248,1.0187750693072248,0.0,,,1.0049494062567006,0.0049371982107026,0.0049371982107026,1.4123675234008564,0.4633611779526649
"C7,Bbmin",1020,552,60,25,49,15,24,25,31,6,3,1025,True,2835,0.3597883597883597,0.1947089947089947,0.0211640211640211,0.0088183421516754,0.0172839506172839,0.0052910052910052,0.0084656084656084,0.0088183421516754,0.0109347442680776,0.0021164021164021,0.001058201058201,0.3615520282186948,0.9985842357172748,-0.0014167674238966,0.0014167674238966,0.8726712637141301,-0.1361963533782373,0.1361963533782373,0.4853614632007983,-0.7228613806814702,0.7228613806814702,0.7371004934872152,-0.3050310412887932,0.3050310412887932,0.6258525390864688,-0.4686404961955325,0.4686404961955325,0.6409612139575558,-0.4447863325387478,0.4447863325387478,0.7684506834270104,-0.2633788905713998,0.2633788905713998,1.1042571160595682,0.0991728157205703,0.0991728157205703,2.14498228258774,0.7631312924800118,0.7631312924800118,0.3575826290112004,-1.0283888134532615,1.0283888134532615,0.7072918790349983,-0.3463118566475631,0.3463118566475631,1.2313239589692375,0.2080899798985052,0.2080899798985052,1.0283888134532615,0.3989505016898325
"A,Amin7",985,680,75,41,27,13,28,59,42,4,1,734,True,2689,0.3663071773893641,0.2528821123094087,0.0278914094458906,0.0152473038304202,0.0100409074005206,0.004834510970621,0.0104127928597991,0.0219412420974339,0.0156191892896987,0.0014875418371141,0.0003718854592785,0.27296392711045,1.016677062554998,0.0165395273628632,0.0165395273628632,1.1333988594084998,0.1252209584078073,0.1252209584078073,0.6396428728961805,-0.4468452694742726,0.4468452694742726,1.2744793731571062,0.2425377604403016,0.2425377604403016,0.3635816562137032,-1.0117513684088422,1.0117513684088422,0.5856607298972535,-0.5350146162864333,0.5350146162864333,0.945202913884283,-0.0563556508511537,0.0563556508511537,2.7475428265928405,1.010706994651077,1.010706994651077,3.0638928056685195,1.1196862661712217,1.1196862661712217,0.2513317846155332,-1.380981361668438,1.380981361668438,0.2485648291885732,-1.3920515854226851,1.3920515854226851,0.9296228402904324,-0.0729763231664998,0.0729763231664998,1.3920515854226851,0.6175556401926329
"Emin7,E",1266,787,102,48,49,18,40,78,34,10,6,882,True,3320,0.3813253012048193,0.2370481927710843,0.030722891566265,0.0144578313253012,0.0147590361445783,0.0054216867469879,0.0120481927710843,0.0234939759036144,0.0102409638554216,0.003012048192771,0.0018072289156626,0.2656626506024096,1.0583595163758648,0.0567200832532263,0.0567200832532263,1.0624324071718736,0.0605610030133886,0.0605610030133886,0.7045781843060988,-0.3501559753679815,0.3501559753679815,1.208489580165545,0.1893712990022151,0.1893712990022151,0.534425285635584,-0.6265633419442144,0.6265633419442144,0.6567921836998809,-0.4203876214934751,0.4203876214934751,1.0936534575881398,0.089523887445909,0.089523887445909,2.941980434629546,1.0790829717932795,1.0790829717932795,2.008888867262264,0.6975817668623451,0.6975817668623451,0.508909012674073,-0.6754860354359525,0.6754860354359525,1.2079352271471206,0.1889124781637004,0.1889124781637004,0.9047571612353248,-0.1000887014158937,0.1000887014158937,1.0790829717932795,0.3778695970992985
"E7,Ebmaj7",75,41,3,5,2,0,4,14,13,1,1,61,True,220,0.3409090909090909,0.1863636363636363,0.0136363636363636,0.0227272727272727,0.009090909090909,0.0,0.0181818181818181,0.0636363636363636,0.059090909090909,0.0045454545454545,0.0045454545454545,0.2772727272727273,0.9461852634553723,-0.0553168903564121,0.0553168903564121,0.8352679869714419,-0.180002663141534,0.180002663141534,0.3127272154941508,-1.1624239844259705,1.1624239844259705,1.8997089991238685,0.6417007160865974,0.6417007160865974,0.3291821796493764,-1.1111439439367228,1.1111439439367228,0.0,,,1.650422490542102,0.5010313100100361,0.5010313100100361,7.968720897528048,2.075523990277119,2.075523990277119,11.591396191315416,2.450263115265893,2.450263115265893,0.7679899645808737,-0.2639786128718256,0.2639786128718256,3.03814011676397,1.111245524493818,1.111245524493818,0.9442971567376724,-0.057314377691201,0.057314377691201,2.450263115265893,0.8736313753233754
"F,Cmaj7",811,480,41,33,24,12,25,69,17,2,4,577,True,2095,0.3871121718377088,0.2291169451073985,0.0195704057279236,0.0157517899761336,0.0114558472553699,0.0057279236276849,0.0119331742243436,0.0329355608591885,0.0081145584725536,0.0009546539379474,0.0019093078758949,0.275417661097852,1.0744208414046623,0.0717817642188139,0.0717817642188139,1.0268851437706998,0.0265300880522182,0.0265300880522182,0.4488145558881845,-0.8011454923936489,0.8011454923936489,1.3166479554786903,0.2750890791151005,0.2750890791151005,0.41481668461783,-0.879918580152599,0.879918580152599,0.693890230670996,-0.3654415000473432,0.3654415000473432,1.0832128517877757,0.0799314877544696,0.0799314877544696,4.124281732849497,1.4168918792552432,1.4168918792552432,1.5917687444655646,0.4648458158566957,0.4648458158566957,0.1612962216780832,-1.8245127183157568,1.8245127183157568,1.2761638676621927,0.2438585996098321,0.2438585996098321,0.9379794285870352,-0.0640272613602892,0.0640272613602892,1.8245127183157568,0.5428311888443341
"Fmaj7,Emin",1015,444,28,43,19,14,50,68,27,9,4,635,True,2356,0.4308149405772495,0.1884550084889643,0.0118845500848896,0.0182512733446519,0.0080645161290322,0.0059422750424448,0.0212224108658743,0.0288624787775891,0.0114601018675721,0.0038200339558573,0.0016977928692699,0.2695246179966044,1.1957168609484137,0.1787458891640493,0.1787458891640493,0.8446413616233637,-0.1688431658327329,0.1688431658327329,0.2725522987328762,-1.2999247613379918,1.2999247613379918,1.525572761605415,0.4223699209269435,0.4223699209269435,0.2920164496889629,-1.2309451437493435,1.2309451437493435,0.7198571189013975,-0.3287025326353243,0.3287025326353243,1.9264269308110271,0.6556669558991757,0.6556669558991757,3.614239165262539,1.2848813674188513,1.2848813674188513,2.24803752698229,0.8100576253895697,0.8100576253895697,0.6454245033404626,-0.4378470339547219,0.4378470339547219,1.1347891777386645,0.1264468871945928,0.1264468871945928,0.9179097163590196,-0.0856562413909364,0.0856562413909364,1.2999247613379918,0.5858406270745196
"Emin,Dmin7",975,454,73,29,26,6,25,57,27,13,3,742,True,2430,0.4012345679012346,0.1868312757201646,0.0300411522633744,0.0119341563786008,0.0106995884773662,0.0024691358024691,0.0102880658436214,0.0234567901234567,0.0111111111111111,0.0053497942386831,0.0012345679012345,0.3053497942386831,1.1136172236552944,0.1076134771228921,0.1076134771228921,0.8373639118609617,-0.1774965217867264,0.1774965217867264,0.6889436324878,-0.3725958219279213,0.3725958219279213,0.997542667852698,-0.0024603563432616,0.0024603563432616,0.3874325241963854,-0.9482135764574188,0.9482135764574188,0.2991152331801927,-1.2069263845856446,1.2069263845856446,0.9338810388869918,-0.0684062162238864,0.0684062162238864,2.937323928718452,1.077498938514178,1.077498938514178,2.179578771016574,0.7791316338264528,0.7791316338264528,0.9038894233338678,-0.1010482453925215,0.1010482453925215,0.8251738588741647,-0.1921611768203048,0.1921611768203048,1.0399181533148327,0.0391420113206355,0.0391420113206355,1.2069263845856446,0.4227245300268203
"Dbmaj7,Abmaj7",959,381,28,52,15,6,45,85,29,8,3,666,True,2277,0.4211682037768994,0.1673254281949934,0.0122968818620992,0.0228370663153271,0.0065876152832674,0.0026350461133069,0.0197628458498023,0.0373298199385155,0.012736056214317,0.0035133948177426,0.0013175230566534,0.2924901185770751,1.1689425670257034,0.1560995512793377,0.1560995512793377,0.7499401509040163,-0.287761874430519,0.287761874430519,0.282008439092954,-1.265818282630254,1.265818282630254,1.908886337283887,0.6465200025225462,0.6465200025225462,0.2385378113401278,-1.4332274431058365,1.4332274431058365,0.3192138852120633,-1.14189391431479,1.14189391431479,1.793937489719676,0.5844129189490872,0.5844129189490872,4.674542969564418,1.542131397440799,1.542131397440799,2.4983313976079304,0.9156230680794524,0.9156230680794524,0.5936154315600957,-0.5215235909033676,0.5215235909033676,0.8806203236997016,-0.1271287065494502,0.1271287065494502,0.9961224461666108,-0.0038850910355013,0.0038850910355013,1.542131397440799,0.7188354867700785
"Gsdim,A",310,177,25,11,8,6,2,18,13,3,1,288,True,862,0.3596287703016241,0.2053364269141531,0.0290023201856148,0.0127610208816705,0.0092807424593967,0.0069605568445475,0.0023201856148491,0.0208816705336426,0.0150812064965197,0.0034802784222737,0.0011600928074245,0.334106728538283,0.9981412988036568,-0.001860430724862,0.001860430724862,0.920302626129476,-0.0830527215833443,0.0830527215833443,0.6651197545312565,-0.4077881725372108,0.4077881725372108,1.066657953104353,0.0645303521395359,0.0645303521395359,0.3360560534703611,-1.0904773071281637,1.0904773071281637,0.8432134763664365,-0.1705351189147435,0.1705351189147435,0.2106107586538645,-1.5577435948612408,1.5577435948612408,2.614860354177252,0.9612106942466936,0.9612106942466936,2.9583609769018464,1.0846353909545616,1.0846353909545616,0.5880201584957966,-0.5309940485150475,0.5309940485150475,0.7753953894293195,-0.2543821998175135,0.2543821998175135,1.1378545481514382,0.1291445139601019,0.1291445139601019,1.5577435948612408,0.5280295454485849
"Gsdim,Bmin",58,37,1,1,1,1,3,0,0,0,0,44,True,146,0.3972602739726027,0.2534246575342466,0.0068493150684931,0.0068493150684931,0.0068493150684931,0.0068493150684931,0.0205479452054794,0.0,0.0,0.0,0.0,0.3013698630136986,1.102586663168087,0.0976589312977219,0.0976589312977219,1.1358305068405508,0.1273641074424077,0.1273641074424077,0.157077596823546,-1.8510153484500549,1.8510153484500549,0.5725150408318507,-0.557716271703478,0.557716271703478,0.2480139709687082,-1.394270199852643,1.394270199852643,0.8297374619039591,-0.186645939187442,0.186645939187442,1.865203499585252,0.6233701622022801,0.6233701622022801,0.0,,,0.0,,,0.0,,,0.0,,,1.026363853269781,0.0260223166977739,0.0260223166977739,1.8510153484500549,0.6080079096042251
"Dmaj7,A13",17,20,0,2,0,0,1,3,2,0,0,18,True,63,0.2698412698412698,0.3174603174603174,0.0,0.0317460317460317,0.0,0.0,0.0158730158730158,0.0476190476190476,0.0317460317460317,0.0,0.0,0.2857142857142857,0.7489381767879562,-0.2890988398756776,0.2890988398756776,1.4228335821426032,0.352650363668978,0.352650363668978,0.0,,,2.6535617765539747,0.975902804173271,0.975902804173271,0.0,,,0.0,,,1.4408450314256445,0.3652297688509742,0.3652297688509742,5.962988426721668,1.7855717692907989,1.7855717692907989,6.227367917190211,1.8289537583251303,1.8289537583251303,0.0,,,0.0,,,0.9730462505025196,-0.0273236640075188,0.0273236640075188,1.8289537583251303,0.80353299545605
"A13,Csaugmaj7",1,0,0,0,0,0,0,0,0,0,0,0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775476772802426,1.020822542459639,1.020822542459639,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.020822542459639,1.020822542459639
"Csaugmaj7,Bmin",2,3,0,0,0,0,1,0,0,0,0,4,True,10,0.2,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.5550953545604852,-0.5886153699744613,0.5886153699744613,1.34457773512476,0.2960800121805837,0.2960800121805837,0.0,,,0.0,,,0.0,,,0.0,,,9.07732369798156,2.2057794022484614,2.2057794022484614,0.0,,,0.0,,,0.0,,,0.0,,,1.3622647507035277,0.3091485726136941,0.3091485726136941,2.2057794022484614,0.8499058392543001
"D,Fsaugmaj7",7,0,1,0,0,1,0,0,0,0,0,7,True,16,0.4375,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.4375,1.2142710881010612,0.194143969275171,0.194143969275171,0.0,,,1.4333330710148575,0.3600025510185003,0.3600025510185003,0.0,,,0.0,,,7.571354339873627,2.024371960281113,2.024371960281113,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.4899770710819833,0.3987607313033813,0.3987607313033813,2.024371960281113,0.7443198029695415
"Fsaugmaj7,E13",2,0,0,0,0,0,0,0,0,0,0,0,True,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775476772802426,1.020822542459639,1.020822542459639,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.020822542459639,1.020822542459639
"E13,Bmin",19,10,0,2,0,0,0,1,0,1,0,17,True,50,0.38,0.2,0.0,0.04,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.34,1.0546811736649218,0.0532385161979333,0.0532385161979333,0.8963851567498401,-0.1093850959275806,0.1093850959275806,0.0,,,3.3434878384580085,1.2070145251366575,1.2070145251366575,0.0,,,0.0,,,0.0,,,2.5044551392231007,0.918071201586076,0.918071201586076,0.0,,,3.379155844155844,1.2176259280523898,1.2176259280523898,0.0,,,1.1579250380979984,0.1466296431159192,0.1466296431159192,1.2176259280523898,0.6086608183360928
"E13,Emaj7",9,12,0,1,0,0,0,2,1,0,0,8,True,33,0.2727272727272727,0.3636363636363636,0.0,0.0303030303030303,0.0,0.0,0.0,0.0606060606060606,0.0303030303030303,0.0,0.0,0.2424242424242424,0.7569482107642979,-0.2784604416706219,0.2784604416706219,1.6297911940906182,0.4884519048280397,0.4884519048280397,0.0,,,2.532945332165158,0.9293827885383784,0.9293827885383784,0.0,,,0.0,,,0.0,,,7.589257997645761,2.026733826107688,2.026733826107688,5.944305739136111,1.7824337426902377,1.7824337426902377,0.0,,,0.0,,,0.8256150004263804,-0.191626715298795,0.191626715298795,2.026733826107688,0.94951490318896
"Emaj7,Faug",1,0,0,0,0,0,0,0,0,0,0,0,True,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.775476772802426,1.020822542459639,1.020822542459639,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.020822542459639,1.020822542459639
"Faug,Bmin7",12,5,0,0,0,0,1,1,1,0,0,12,True,32,0.375,0.15625,0.0,0.0,0.0,0.0,0.03125,0.03125,0.03125,0.0,0.0,0.375,1.0408037898009097,0.0399932894479128,0.0399932894479128,0.7003009037108126,-0.3562451738591065,0.3562451738591065,0.0,,,0.0,,,0.0,,,0.0,,,2.8366636556192377,1.0426285924427805,1.0426285924427805,3.913211155036095,1.3643583042144956,1.3643583042144956,6.130065293484114,1.813205401356992,1.813205401356992,0.0,,,0.0,,,1.277123203784557,0.244610051476123,0.244610051476123,1.813205401356992,0.8101734687995683
"Bmin,Eadd13",644,322,29,14,16,4,18,50,23,11,2,487,True,1620,0.3975308641975308,0.1987654320987654,0.0179012345679012,0.0086419753086419,0.0098765432098765,0.0024691358024691,0.0111111111111111,0.0308641975308641,0.0141975308641975,0.0067901234567901,0.0012345679012345,0.3006172839506172,1.1033376800523225,0.0983398403375629,0.0983398403375629,0.8908519150415077,-0.1155770661755017,0.1155770661755017,0.4105349042906753,-0.8902943249816742,0.8902943249816742,0.7223584836174709,-0.3252337486063127,0.3252337486063127,0.357630022335125,-1.028256284130955,1.028256284130955,0.2991152331801927,-1.2069263845856446,1.2069263845856446,1.008591521997951,0.0085548249122418,0.0085548249122418,3.864899906208489,1.3519357842159383,1.3519357842159383,2.7850173185211777,1.0242540918594378,1.0242540918594378,1.1472442680776014,0.1373627780524766,0.1373627780524766,0.8251738588741647,-0.1921611768203048,0.1921611768203048,1.023800823445398,0.0235219993440091,0.0235219993440091,1.3519357842159383,0.533534858668505
"Eadd13,Csmin11",34,16,2,1,0,0,0,3,0,0,0,23,True,79,0.430379746835443,0.2025316455696202,0.0253164556962025,0.0126582278481012,0.0,0.0,0.0,0.0379746835443038,0.0,0.0,0.0,0.2911392405063291,1.1945089908263606,0.177735214608779,0.177735214608779,0.9077318043036354,-0.0968063137207206,0.0968063137207206,0.580590611043993,-0.5437093986487946,0.5437093986487946,1.0580657716639266,0.0564424975378368,0.0564424975378368,0.0,,,0.0,,,0.0,,,4.755294568145128,1.5592586432153104,1.5592586432153104,0.0,,,0.0,,,0.0,,,0.991521812220922,-0.0085143320500225,0.0085143320500225,1.5592586432153104,0.4070777332969106
"Csmin11,Bmin7",15,13,0,0,1,0,0,1,1,0,0,10,True,41,0.3658536585365853,0.3170731707317073,0.0,0.0,0.024390243902439,0.0,0.0,0.024390243902439,0.024390243902439,0.0,0.0,0.2439024390243902,1.0154183315130827,0.0153006768575413,0.0153006768575413,1.421098419237551,0.3514301072637486,0.3514301072637486,0.0,,,0.0,,,0.8831717014983271,-0.1242356448486143,0.1242356448486143,0.0,,,0.0,,,3.054213584418416,1.1165221403099144,1.1165221403099144,4.784441204670529,1.5653692374524102,1.5653692374524102,0.0,,,0.0,,,0.8306492382338582,-0.1855476692224129,0.1855476692224129,1.5653692374524102,0.5597342459924404
"Csmin11,D",10,12,0,0,1,1,1,0,1,0,0,15,True,41,0.2439024390243902,0.2926829268292683,0.0,0.0,0.024390243902439,0.024390243902439,0.024390243902439,0.0,0.024390243902439,0.0,0.0,0.3658536585365853,0.6769455543420551,-0.3901644312506231,0.3901644312506231,1.311783156219278,0.2713873995902122,0.2713873995902122,0.0,,,0.0,,,0.8831717014983271,-0.1242356448486143,0.1242356448486143,2.954674864340928,1.0833886158165869,1.0833886158165869,2.2139813897516003,0.7947924285381993,0.7947924285381993,0.0,,,4.784441204670529,1.5653692374524102,1.5653692374524102,0.0,,,0.0,,,1.2459738573507873,0.2199174388857514,0.2199174388857514,1.5653692374524102,0.6356078851974853
"D,Aaug",29,26,4,0,0,0,0,1,3,0,0,28,True,91,0.3186813186813186,0.2857142857142857,0.0439560439560439,0.0,0.0,0.0,0.0,0.0109890109890109,0.0329670329670329,0.0,0.0,0.3076923076923077,0.8844925979260477,-0.122741134070737,0.122741134070737,1.2805502239283428,0.2472898480111516,0.2472898480111516,1.0080584235708892,0.0080261278613223,0.0080261278613223,0.0,,,0.0,,,0.0,,,0.0,,,1.3760742523203853,0.3192347004973722,0.3192347004973722,6.466882067851373,1.8666940863079773,1.8666940863079773,0.0,,,0.0,,,1.0478959620796366,0.0467843081462032,0.0467843081462032,1.8666940863079773,0.4351283674824606
"Aaug,A",109,74,7,2,3,2,1,1,5,2,0,93,True,299,0.3645484949832775,0.2474916387959866,0.0234113712374581,0.0066889632107023,0.0100334448160535,0.0066889632107023,0.0033444816053511,0.0033444816053511,0.0167224080267558,0.0066889632107023,0.0,0.3110367892976589,1.0117958803861686,0.0117268512980963,0.0117268512980963,1.1092391571820763,0.103674336320003,0.103674336320003,0.5369006821192778,-0.6219421510770916,0.6219421510770916,0.5591116786719077,-0.5814060428258827,0.5814060428258827,0.3633114357334255,-1.0124948628668833,1.0124948628668833,0.8103121701536993,-0.2103357103098466,0.2103357103098466,0.3035894213371759,-1.1920790781481794,1.1920790781481794,0.4188052072279433,-0.8703493663764643,0.8703493663764643,3.280302498185479,1.1879356432001318,1.1879356432001318,1.1301524562394127,0.1223525406497947,0.1223525406497947,0.0,,,1.059286135580502,0.0575952242504187,0.0575952242504187,1.1920790781481794,0.5428992552111629
"Gsdim,E",79,46,4,1,5,2,2,3,3,1,0,61,True,207,0.3816425120772946,0.2222222222222222,0.0193236714975845,0.0048309178743961,0.0241545893719806,0.0096618357487922,0.0096618357487922,0.0144927536231884,0.0144927536231884,0.0048309178743961,0.0,0.2946859903381642,1.0592399277845006,0.0575516016612913,0.0575516016612913,0.9959835074998222,-0.0040245802697544,0.0040245802697544,0.443156118574642,-0.8138331588871969,0.8138331588871969,0.4038028790408222,-0.9068284432605106,0.9068284432605106,0.8746386415804688,-0.1339444589755753,0.1339444589755753,1.1704509124442322,0.1573890698154706,0.1573890698154706,0.8770361060851749,-0.1312071174629168,0.1312071174629168,1.814822564654421,0.5959877024169628,0.5959877024169628,2.842928831760749,1.0448347995594585,1.0448347995594585,0.8162212183951314,-0.2030698597848332,0.2030698597848332,0.0,,,1.0036008429096035,0.0035943753957913,0.0035943753957913,1.0448347995594585,0.3683877424990692
"A,Asaug",16,15,1,3,1,0,1,0,1,0,0,10,True,48,0.3333333333333333,0.3125,0.0208333333333333,0.0625,0.0208333333333333,0.0,0.0208333333333333,0.0,0.0208333333333333,0.0,0.0,0.2083333333333333,0.9251589242674751,-0.0777897462084706,0.0777897462084706,1.400601807421625,0.3369020067008388,0.3369020067008388,0.4777776903382859,-0.7386097376496095,0.7386097376496095,5.224199747590638,1.6533016277650772,1.6533016277650772,0.7543758283631543,-0.2818645890521976,0.2818645890521976,0.0,,,1.8911091037461585,0.637163484334616,0.637163484334616,0.0,,,4.086710195656076,1.407740293248827,1.407740293248827,0.0,,,0.0,,,0.7095128909914206,-0.343176613425996,0.343176613425996,1.6533016277650772,0.684568512298204
"Asaug,Bmin7",41,20,2,1,0,0,0,1,4,1,0,39,True,109,0.3761467889908257,0.1834862385321101,0.018348623853211,0.0091743119266055,0.0,0.0,0.0,0.0091743119266055,0.036697247706422,0.0091743119266055,0.0,0.3577981651376147,1.043986676008252,0.0430467269348031,0.0430467269348031,0.8223717034402203,-0.1955627921686329,0.1955627921686329,0.4207950300227105,-0.8656094284109167,0.8656094284109167,0.7668550088206442,-0.2654575322242851,0.2654575322242851,0.0,,,0.0,,,0.0,,,1.148832632671147,0.1387463247850785,0.1387463247850785,7.198608785008869,1.9738877830474648,1.9738877830474648,1.5500714881448827,0.4383010512513922,0.4383010512513922,0.0,,,1.2185395705834303,0.1976530683883519,0.1976530683883519,1.9738877830474648,0.5147830884013657
"Csmin,Csdim",110,72,4,5,7,9,4,5,5,0,2,117,True,340,0.3235294117647059,0.2117647058823529,0.0117647058823529,0.0147058823529411,0.0205882352941176,0.0264705882352941,0.0117647058823529,0.0147058823529411,0.0147058823529411,0.0,0.0058823529411764,0.3441176470588235,0.8979483676713731,-0.1076427093581517,0.1076427093581517,0.9491136953821836,-0.052226682087632,0.052226682087632,0.269803872191032,-1.310059983232035,1.310059983232035,1.2292234700213265,0.2063826448287517,0.2063826448287517,0.7455008186177055,-0.2936990466992004,0.2936990466992004,3.2066912498288307,1.165239642246907,1.165239642246907,1.067920435056654,0.0657132387521903,0.0657132387521903,1.841511131781692,0.6105865018381154,0.6105865018381154,2.8847366086984065,1.0594335989806112,1.0594335989806112,0.0,,,3.931710739341608,1.369074633795918,1.369074633795918,1.1719483517081817,0.1586676216753982,0.1586676216753982,1.369074633795918,0.5817023912268101
